timestamps,TP9,AF7,AF8,TP10,Right AUX
1709720479.566,-57.617,-60.547,-52.734,-76.660,0.000
1709720479.570,-83.496,-58.105,-36.621,-100.586,0.000
1709720479.574,-93.262,-55.664,-33.691,-108.398,0.000
1709720479.577,-69.336,-61.035,-42.480,-91.309,0.000
1709720479.581,-33.691,-57.617,-39.551,-62.988,0.000
1709720479.585,-27.832,-51.270,-35.156,-55.176,0.000
1709720479.589,-58.105,-48.828,-26.855,-71.777,0.000
1709720479.593,-103.516,-54.199,-29.785,-114.258,0.000
1709720479.597,-82.520,-52.246,-34.668,-105.469,0.000
1709720479.601,-39.062,-53.223,-35.645,-62.012,0.000
1709720479.605,-46.875,-61.035,-34.668,-56.641,0.000
1709720479.609,-91.309,-62.500,-43.457,-91.309,0.000
1709720479.613,-116.211,-59.082,-43.945,-115.234,0.000
1709720479.617,-83.984,-52.246,-37.598,-86.426,0.000
1709720479.620,-34.668,-52.734,-45.410,-46.387,0.000
1709720479.624,-39.062,-60.059,-41.016,-42.969,0.000
1709720479.628,-64.941,-53.223,-29.785,-61.035,0.000
1709720479.632,-62.500,-36.621,-17.090,-65.918,0.000
1709720479.636,-57.129,-40.527,-20.020,-75.684,0.000
1709720479.640,-40.039,-52.246,-27.832,-68.848,0.000
1709720479.644,-27.344,-62.988,-35.156,-56.152,0.000
1709720479.648,-31.250,-53.223,-33.203,-48.340,0.000
1709720479.652,-70.801,-52.734,-30.762,-68.359,0.000
1709720479.655,-107.910,-74.219,-49.805,-118.164,0.000
1709720479.660,-57.129,-69.824,-46.387,-74.219,0.000
1709720479.663,-29.785,-60.547,-37.109,-34.180,0.000
1709720479.667,-63.477,-52.734,-36.621,-64.453,0.000
1709720479.671,-102.539,-48.828,-34.180,-102.051,0.000
1709720479.675,-95.703,-50.781,-35.156,-99.609,0.000
1709720479.679,-43.457,-51.270,-37.598,-56.641,0.000
1709720479.683,-31.738,-54.688,-39.551,-49.316,0.000
1709720479.687,-66.406,-60.059,-37.109,-80.078,0.000
1709720479.691,-86.914,-58.594,-29.297,-90.820,0.000
1709720479.695,-79.590,-51.758,-26.855,-79.102,0.000
1709720479.698,-73.242,-63.965,-42.969,-78.125,0.000
1709720479.702,-46.875,-69.336,-50.781,-63.965,0.000
1709720479.706,-44.434,-60.547,-39.551,-50.293,0.000
1709720479.710,-84.473,-55.664,-28.320,-79.590,0.000
1709720479.714,-107.910,-56.641,-32.227,-119.629,0.000
1709720479.718,-79.590,-53.223,-35.156,-89.355,0.000
1709720479.722,-28.809,-47.852,-32.227,-35.156,0.000
1709720479.726,-33.203,-53.711,-33.691,-46.875,0.000
1709720479.730,-75.684,-58.594,-33.691,-87.402,0.000
1709720479.734,-95.215,-61.035,-36.133,-108.398,0.000
1709720479.738,-41.504,-44.434,-24.902,-50.293,0.000
1709720479.741,6.348,-41.992,-21.484,-0.488,0.000
1709720479.745,-49.805,-72.754,-50.293,-68.848,0.000
1709720479.749,-85.938,-70.312,-49.316,-99.121,0.000
1709720479.753,-90.820,-56.641,-37.598,-97.168,0.000
1709720479.757,-82.031,-57.129,-40.527,-94.238,0.000
1709720479.761,-49.316,-63.965,-39.551,-59.570,0.000
1709720479.765,-31.738,-66.895,-27.832,-44.434,0.000
1709720479.769,-59.570,-56.641,-30.762,-74.219,0.000
1709720479.773,-87.891,-47.363,-40.039,-93.262,0.000
1709720479.777,-71.289,-52.246,-38.086,-87.402,0.000
1709720479.781,-22.949,-53.711,-26.855,-53.711,0.000
1709720479.784,0.000,-49.805,-22.461,-23.438,0.000
1709720479.788,-75.684,-68.359,-40.527,-87.891,0.000
1709720479.792,-116.699,-67.871,-35.156,-128.906,0.000
1709720479.796,-77.148,-56.641,-28.320,-89.355,0.000
1709720479.800,-42.480,-62.500,-38.086,-50.293,0.000
1709720479.804,-41.504,-68.359,-42.480,-52.246,0.000
1709720479.808,-71.289,-62.500,-40.527,-81.543,0.000
1709720479.812,-89.844,-54.199,-37.598,-97.168,0.000
1709720479.816,-71.289,-53.711,-34.180,-91.797,0.000
1709720479.820,-39.062,-65.918,-37.598,-59.570,0.000
1709720479.824,-34.668,-71.777,-48.828,-40.527,0.000
1709720479.827,-40.039,-62.012,-34.180,-44.922,0.000
1709720479.831,-60.059,-59.082,-26.855,-75.195,0.000
1709720479.835,-112.305,-72.754,-60.059,-133.301,0.000
1709720479.839,-73.242,-76.172,-57.617,-97.656,0.000
1709720479.843,-24.414,-66.406,-33.691,-47.363,0.000
1709720479.847,-58.105,-65.430,-36.621,-66.895,0.000
1709720479.851,-102.539,-65.430,-38.574,-104.980,0.000
1709720479.855,-91.797,-54.199,-36.133,-106.445,0.000
1709720479.859,-54.688,-63.477,-41.992,-76.660,0.000
1709720479.863,-37.109,-66.406,-43.457,-57.129,0.000
1709720479.867,-45.898,-56.641,-35.156,-60.059,0.000
1709720479.870,-80.078,-56.152,-29.297,-94.238,0.000
1709720479.874,-76.660,-41.992,-28.320,-90.820,0.000
1709720479.878,-66.895,-54.688,-36.621,-76.660,0.000
1709720479.882,-51.270,-71.289,-37.598,-64.453,0.000
1709720479.886,-41.992,-52.734,-30.273,-55.176,0.000
1709720479.890,-83.984,-48.828,-28.320,-89.844,0.000
1709720479.894,-105.469,-56.152,-34.668,-120.117,0.000
1709720479.898,-68.359,-52.734,-36.133,-89.355,0.000
1709720479.902,-30.273,-55.664,-28.320,-43.945,0.000
1709720479.906,-39.551,-63.965,-28.809,-52.734,0.000
1709720479.909,-84.473,-61.523,-32.715,-95.215,0.000
1709720479.913,-95.703,-51.758,-27.832,-110.840,0.000
1709720479.917,-42.480,-44.922,-20.020,-55.176,0.000
1709720479.921,-6.348,-52.734,-16.602,-8.789,0.000
1709720479.925,-52.246,-86.914,-38.574,-65.430,0.000
1709720479.929,-83.008,-78.125,-40.527,-97.168,0.000
1709720479.933,-94.727,-58.594,-35.645,-105.469,0.000
1709720479.937,-79.102,-58.594,-37.598,-98.145,0.000
1709720479.941,-48.340,-68.848,-43.945,-72.754,0.000
1709720479.945,-44.434,-74.707,-45.898,-64.453,0.000
1709720479.949,-77.148,-64.941,-38.086,-90.332,0.000
1709720479.952,-107.910,-60.547,-37.598,-120.605,0.000
1709720479.956,-85.938,-62.012,-38.574,-101.562,0.000
1709720479.960,-36.133,-62.988,-40.527,-51.758,0.000
1709720479.964,-13.672,-65.918,-33.203,-27.832,0.000
1709720479.968,-78.613,-73.730,-40.527,-86.914,0.000
1709720479.972,-128.418,-67.871,-43.945,-119.629,0.000
1709720479.976,-91.309,-57.129,-34.668,-87.891,0.000
1709720479.980,-45.898,-60.059,-40.527,-68.848,0.000
1709720479.984,-42.969,-70.801,-44.922,-58.594,0.000
1709720479.988,-82.520,-75.195,-41.504,-75.684,0.000
1709720479.992,-107.422,-63.965,-34.668,-94.238,0.000
1709720479.995,-96.191,-56.152,-28.320,-90.332,0.000
1709720479.999,-70.312,-64.453,-35.645,-80.078,0.000
1709720480.003,-41.016,-62.500,-41.504,-47.852,0.000
1709720480.007,-41.504,-50.293,-30.762,-46.875,0.000
1709720480.011,-82.031,-57.129,-28.320,-97.656,0.000
1709720480.015,-103.516,-64.453,-34.180,-113.770,0.000
1709720480.019,-65.918,-55.664,-28.320,-84.961,0.000
1709720480.023,-11.719,-49.316,-21.973,-36.621,0.000
1709720480.027,-36.621,-57.617,-32.715,-50.781,0.000
1709720480.030,-103.516,-60.547,-49.805,-122.559,0.000
1709720480.035,-99.609,-49.805,-50.293,-114.258,0.000
1709720480.038,-46.387,-47.852,-40.039,-62.988,0.000
1709720480.042,-29.297,-58.594,-36.621,-54.688,0.000
1709720480.046,-62.500,-60.547,-37.598,-79.590,0.000
1709720480.050,-85.938,-53.711,-28.320,-89.844,0.000
1709720480.054,-82.031,-52.246,-19.043,-89.844,0.000
1709720480.058,-50.781,-53.711,-19.043,-74.219,0.000
1709720480.062,-36.621,-58.594,-26.367,-59.570,0.000
1709720480.066,-38.574,-53.223,-31.250,-53.223,0.000
1709720480.070,-61.523,-42.969,-26.855,-68.848,0.000
1709720480.074,-119.629,-61.035,-40.039,-128.906,0.000
1709720480.077,-100.098,-63.965,-41.992,-115.234,0.000
1709720480.081,-47.852,-51.758,-31.738,-54.199,0.000
1709720480.085,-51.270,-57.129,-38.574,-60.059,0.000
1709720480.089,-94.727,-67.871,-42.480,-110.352,0.000
1709720480.093,-116.699,-67.383,-33.203,-115.723,0.000
1709720480.097,-74.219,-62.500,-33.691,-85.449,0.000
1709720480.101,-21.484,-60.547,-37.109,-50.293,0.000
1709720480.105,-31.250,-64.453,-37.598,-39.062,0.000
1709720480.109,-79.102,-64.941,-40.527,-80.566,0.000
1709720480.113,-83.496,-46.387,-26.855,-92.285,0.000
1709720480.117,-57.617,-44.922,-24.902,-68.359,0.000
1709720480.120,-63.477,-72.754,-48.828,-78.125,0.000
1709720480.124,-50.293,-65.430,-44.922,-55.664,0.000
1709720480.128,-72.754,-57.617,-41.992,-71.289,0.000
1709720480.132,-114.258,-67.871,-40.527,-120.117,0.000
1709720480.136,-102.051,-69.336,-38.086,-111.328,0.000
1709720480.140,-45.898,-71.289,-38.086,-64.941,0.000
1709720480.144,-25.879,-71.777,-31.250,-38.574,0.000
1709720480.148,-56.641,-72.266,-25.391,-62.988,0.000
1709720480.152,-98.633,-70.801,-31.738,-109.375,0.000
1709720480.156,-100.586,-65.918,-31.250,-99.609,0.000
1709720480.160,-50.781,-67.871,-26.367,-47.852,0.000
1709720480.163,-43.457,-69.336,-37.109,-49.805,0.000
1709720480.167,-81.543,-66.406,-41.016,-88.379,0.000
1709720480.171,-101.074,-57.129,-30.273,-109.863,0.000
1709720480.175,-84.473,-53.223,-23.926,-98.145,0.000
1709720480.179,-78.613,-72.266,-46.875,-92.285,0.000
1709720480.183,-55.176,-72.754,-44.434,-62.988,0.000
1709720480.187,-50.781,-63.965,-30.273,-62.500,0.000
1709720480.191,-90.820,-58.594,-37.109,-99.121,0.000
1709720480.195,-92.285,-48.340,-39.062,-104.980,0.000
1709720480.199,-57.129,-55.176,-38.574,-78.125,0.000
1709720480.202,-3.418,-58.594,-33.203,-21.973,0.000
1709720480.206,-4.395,-54.688,-27.344,-26.855,0.000
1709720480.210,-101.562,-65.918,-45.898,-126.953,0.000
1709720480.214,-106.445,-58.105,-41.992,-138.672,0.000
1709720480.218,-58.594,-53.223,-36.133,-96.680,0.000
1709720480.222,-31.250,-66.406,-38.086,-60.059,0.000
1709720480.226,-53.223,-72.754,-41.016,-67.871,0.000
1709720480.230,-99.121,-65.430,-41.504,-103.027,0.000
1709720480.234,-99.609,-55.664,-34.668,-106.445,0.000
1709720480.238,-70.312,-59.082,-39.062,-92.285,0.000
1709720480.242,-29.297,-60.547,-38.574,-49.316,0.000
1709720480.245,-31.250,-58.105,-32.715,-32.715,0.000
1709720480.249,-65.430,-60.059,-26.367,-57.617,0.000
1709720480.253,-113.770,-70.312,-41.016,-110.352,0.000
1709720480.257,-100.586,-63.965,-43.945,-108.887,0.000
1709720480.261,-39.551,-56.152,-29.785,-52.246,0.000
1709720480.265,-35.645,-67.871,-37.598,-48.340,0.000
1709720480.269,-87.402,-73.242,-58.105,-100.586,0.000
1709720480.273,-107.910,-62.500,-51.758,-118.652,0.000
1709720480.277,-64.941,-50.293,-28.809,-85.449,0.000
1709720480.281,-28.809,-54.199,-36.133,-52.246,0.000
1709720480.285,-32.227,-67.383,-44.434,-50.293,0.000
1709720480.288,-56.641,-62.988,-36.133,-78.125,0.000
1709720480.292,-63.477,-41.016,-23.926,-83.008,0.000
1709720480.296,-47.363,-35.156,-16.602,-56.641,0.000
1709720480.300,-64.941,-65.430,-46.875,-81.543,0.000
1709720480.304,-60.059,-68.359,-54.688,-82.031,0.000
1709720480.308,-73.730,-59.082,-44.434,-85.938,0.000
1709720480.312,-112.793,-67.383,-52.734,-128.418,0.000
1709720480.316,-106.934,-64.453,-50.781,-117.676,0.000
1709720480.320,-50.293,-56.152,-40.039,-60.547,0.000
1709720480.324,-22.461,-58.105,-34.668,-43.457,0.000
1709720480.327,-72.266,-64.941,-49.316,-88.379,0.000
1709720480.331,-112.793,-62.988,-47.363,-121.582,0.000
1709720480.335,-81.055,-44.922,-25.879,-93.750,0.000
1709720480.339,-25.879,-37.109,-22.949,-47.852,0.000
1709720480.343,-30.762,-64.453,-38.086,-49.316,0.000
1709720480.347,-73.730,-73.242,-51.270,-80.566,0.000
1709720480.351,-93.262,-53.711,-37.598,-93.262,0.000
1709720480.355,-78.125,-45.410,-23.926,-92.285,0.000
1709720480.359,-48.828,-53.223,-36.133,-73.242,0.000
1709720480.363,-23.438,-62.500,-35.645,-40.527,0.000
1709720480.367,-27.832,-56.152,-25.391,-45.410,0.000
1709720480.370,-78.613,-49.316,-25.391,-92.773,0.000
1709720480.374,-106.934,-50.293,-29.297,-113.281,0.000
1709720480.378,-64.941,-46.875,-27.344,-74.219,0.000
1709720480.382,-11.230,-41.504,-19.531,-15.625,0.000
1709720480.386,-31.250,-53.223,-26.367,-27.832,0.000
1709720480.390,-100.098,-64.941,-38.574,-95.703,0.000
1709720480.394,-110.352,-60.547,-29.297,-115.234,0.000
1709720480.398,-40.039,-57.617,-14.648,-55.664,0.000
1709720480.402,-18.066,-61.523,-27.344,-30.273,0.000
1709720480.405,-55.664,-64.453,-42.480,-65.918,0.000
1709720480.410,-77.148,-53.223,-30.273,-86.426,0.000
1709720480.413,-87.402,-48.828,-25.391,-97.168,0.000
1709720480.417,-73.730,-58.105,-36.621,-98.145,0.000
1709720480.421,-50.293,-68.848,-43.945,-83.496,0.000
1709720480.425,-41.504,-66.406,-37.109,-63.477,0.000
1709720480.429,-63.477,-52.734,-29.297,-74.707,0.000
1709720480.433,-94.727,-51.270,-34.180,-114.258,0.000
1709720480.437,-89.844,-63.965,-46.875,-110.840,0.000
1709720480.441,-35.645,-59.082,-39.062,-50.293,0.000
1709720480.445,-15.625,-51.758,-27.344,-25.879,0.000
1709720480.448,-72.266,-67.871,-37.109,-76.172,0.000
1709720480.452,-109.863,-62.012,-39.551,-117.188,0.000
1709720480.456,-76.172,-44.922,-31.250,-95.703,0.000
1709720480.460,-33.691,-45.410,-27.344,-49.805,0.000
1709720480.464,-41.992,-56.641,-35.645,-53.223,0.000
1709720480.468,-72.266,-62.500,-42.969,-78.613,0.000
1709720480.472,-95.215,-51.270,-30.273,-87.402,0.000
1709720480.476,-76.660,-45.410,-18.555,-72.754,0.000
1709720480.480,-39.062,-51.270,-24.414,-50.781,0.000
1709720480.484,-26.855,-54.688,-28.809,-44.922,0.000
1709720480.488,-33.691,-57.129,-17.578,-40.527,0.000
1709720480.491,-66.895,-55.664,-21.484,-64.453,0.000
1709720480.495,-121.094,-63.477,-49.805,-131.348,0.000
1709720480.499,-72.754,-52.246,-45.410,-94.238,0.000
1709720480.503,-24.902,-48.340,-39.551,-47.852,0.000
1709720480.507,-46.387,-54.199,-37.109,-68.359,0.000
1709720480.511,-88.867,-51.758,-34.668,-104.492,0.000
1709720480.515,-87.891,-47.363,-33.691,-107.422,0.000
1709720480.519,-38.574,-50.781,-32.715,-62.500,0.000
1709720480.523,-20.508,-62.012,-39.551,-36.133,0.000
1709720480.527,-46.875,-62.012,-37.598,-60.547,0.000
1709720480.531,-72.754,-61.035,-27.344,-85.938,0.000
1709720480.534,-55.176,-55.176,-18.555,-68.848,0.000
1709720480.538,-49.805,-65.430,-32.715,-76.660,0.000
1709720480.542,-35.645,-69.336,-41.016,-67.871,0.000
1709720480.546,-32.227,-53.711,-32.715,-50.781,0.000
1709720480.550,-69.824,-47.363,-27.344,-86.914,0.000
1709720480.554,-89.355,-48.828,-28.320,-115.723,0.000
1709720480.558,-64.453,-51.758,-31.250,-83.984,0.000
1709720480.562,-18.555,-47.852,-30.762,-35.645,0.000
1709720480.566,-21.973,-54.199,-30.762,-40.527,0.000
1709720480.570,-75.195,-59.570,-34.180,-88.379,0.000
1709720480.574,-89.844,-54.688,-35.156,-104.980,0.000
1709720480.577,-48.828,-51.270,-27.344,-64.453,0.000
1709720480.581,-36.133,-61.035,-34.668,-45.898,0.000
1709720480.585,-61.523,-83.984,-49.805,-68.359,0.000
1709720480.589,-93.262,-79.102,-47.852,-96.680,0.000
1709720480.593,-74.219,-46.387,-28.320,-78.125,0.000
1709720480.597,-43.457,-41.504,-35.156,-58.105,0.000
1709720480.601,-53.711,-66.406,-60.059,-76.172,0.000
1709720480.605,-40.039,-66.406,-37.598,-50.293,0.000
1709720480.609,-67.383,-55.176,-29.785,-70.312,0.000
1709720480.613,-104.492,-51.758,-32.715,-112.793,0.000
1709720480.617,-81.055,-51.758,-22.461,-93.262,0.000
1709720480.620,-31.738,-55.176,-27.832,-50.293,0.000
1709720480.624,-16.113,-62.500,-30.273,-34.668,0.000
1709720480.628,-83.984,-79.590,-44.922,-98.145,0.000
1709720480.632,-124.512,-76.172,-54.199,-137.695,0.000
1709720480.636,-88.867,-58.594,-35.156,-96.191,0.000
1709720480.640,-43.457,-65.918,-28.320,-60.547,0.000
1709720480.644,-44.434,-75.195,-38.086,-67.383,0.000
1709720480.648,-74.707,-59.570,-39.551,-89.844,0.000
1709720480.652,-89.355,-47.363,-36.621,-103.027,0.000
1709720480.656,-88.379,-47.852,-40.527,-102.539,0.000
1709720480.659,-50.781,-49.316,-39.551,-77.637,0.000
1709720480.663,-27.344,-61.035,-34.180,-51.270,0.000
1709720480.667,-36.133,-53.223,-26.855,-41.504,0.000
1709720480.671,-74.707,-46.875,-29.785,-71.289,0.000
1709720480.675,-125.488,-71.289,-54.688,-123.047,0.000
1709720480.679,-74.219,-74.707,-51.758,-85.449,0.000
1709720480.683,-25.879,-66.406,-45.898,-38.574,0.000
1709720480.687,-56.152,-60.059,-50.781,-60.547,0.000
1709720480.691,-110.840,-54.199,-45.898,-113.281,0.000
1709720480.695,-106.934,-43.457,-42.480,-116.699,0.000
1709720480.699,-51.758,-40.039,-43.457,-69.824,0.000
1709720480.702,-28.809,-55.176,-40.039,-51.758,0.000
1709720480.706,-51.758,-66.406,-41.992,-66.406,0.000
1709720480.710,-82.520,-56.152,-46.875,-90.820,0.000
1709720480.714,-76.172,-45.898,-37.109,-95.703,0.000
1709720480.718,-68.359,-55.176,-44.434,-92.285,0.000
1709720480.722,-58.105,-69.336,-59.570,-78.125,0.000
1709720480.726,-46.387,-65.430,-51.758,-65.918,0.000
1709720480.730,-80.566,-55.176,-43.457,-92.285,0.000
1709720480.734,-107.910,-52.734,-41.992,-116.699,0.000
1709720480.738,-69.824,-50.781,-39.551,-84.473,0.000
1709720480.741,-28.320,-56.641,-38.574,-41.504,0.000
1709720480.745,-44.434,-62.988,-36.621,-55.176,0.000
1709720480.749,-93.750,-71.777,-44.434,-102.539,0.000
1709720480.753,-112.305,-63.965,-43.457,-126.953,0.000
1709720480.757,-58.594,-43.945,-29.785,-75.195,0.000
1709720480.761,-15.625,-49.316,-34.668,-34.180,0.000
1709720480.765,-46.875,-62.012,-44.922,-64.453,0.000
1709720480.769,-86.914,-62.500,-42.480,-97.168,0.000
1709720480.773,-72.266,-51.758,-25.879,-78.613,0.000
1709720480.776,-63.477,-61.035,-34.668,-66.895,0.000
1709720480.780,-70.801,-82.031,-56.152,-76.660,0.000
1709720480.784,-44.434,-71.289,-42.969,-50.293,0.000
1709720480.788,-71.289,-67.871,-42.480,-86.426,0.000
1709720480.792,-100.586,-55.176,-38.574,-125.000,0.000
1709720480.796,-87.891,-51.758,-31.250,-109.375,0.000
1709720480.800,-51.758,-59.082,-38.574,-69.336,0.000
1709720480.804,-29.297,-56.152,-41.504,-31.250,0.000
1709720480.808,-70.312,-66.895,-49.316,-67.871,0.000
1709720480.812,-121.094,-67.871,-54.688,-128.906,0.000
1709720480.816,-92.773,-57.129,-38.086,-106.445,0.000
1709720480.819,-32.715,-50.293,-29.785,-49.805,0.000
1709720480.823,-41.504,-60.547,-47.852,-58.594,0.000
1709720480.827,-73.730,-65.918,-49.805,-84.473,0.000
1709720480.831,-91.797,-55.664,-32.715,-98.145,0.000
1709720480.835,-90.820,-49.316,-30.762,-106.445,0.000
1709720480.839,-61.523,-59.570,-40.527,-86.426,0.000
1709720480.843,-29.785,-65.918,-34.180,-46.875,0.000
1709720480.847,-43.945,-59.570,-26.855,-52.246,0.000
1709720480.851,-72.754,-60.059,-31.738,-90.820,0.000
1709720480.855,-80.566,-60.547,-37.109,-101.562,0.000
1709720480.859,-54.688,-59.082,-34.180,-76.660,0.000
1709720480.862,1.465,-54.199,-26.855,-25.879,0.000
1709720480.866,-12.207,-42.480,-25.879,-27.344,0.000
1709720480.870,-105.469,-61.035,-47.363,-115.234,0.000
1709720480.874,-113.281,-61.035,-48.828,-125.488,0.000
1709720480.878,-62.988,-49.316,-33.691,-78.613,0.000
1709720480.882,-41.504,-64.453,-35.645,-52.734,0.000
1709720480.886,-56.641,-65.918,-41.992,-59.570,0.000
1709720480.890,-83.008,-54.199,-41.504,-83.008,0.000
1709720480.894,-83.984,-46.875,-32.227,-90.820,0.000
1709720480.898,-59.570,-47.363,-22.461,-65.918,0.000
1709720480.902,-37.109,-62.012,-25.391,-45.898,0.000
1709720480.905,-38.086,-61.035,-28.320,-51.270,0.000
1709720480.909,-76.172,-50.293,-22.949,-71.289,0.000
1709720480.913,-129.395,-59.570,-39.062,-124.512,0.000
1709720480.917,-96.680,-60.547,-47.852,-112.305,0.000
1709720480.921,-31.738,-53.711,-35.156,-45.898,0.000
1709720480.925,-26.367,-58.594,-31.738,-35.156,0.000
1709720480.929,-76.172,-67.383,-33.203,-85.938,0.000
1709720480.933,-95.215,-69.824,-29.785,-95.215,0.000
1709720480.937,-39.551,-61.035,-25.391,-47.852,0.000
1709720480.941,-21.484,-60.547,-36.133,-36.621,0.000
1709720480.945,-44.922,-57.617,-51.270,-60.059,0.000
1709720480.948,-77.148,-46.875,-53.223,-91.309,0.000
1709720480.952,-76.660,-29.297,-39.551,-91.309,0.000
1709720480.956,-35.156,-19.043,-43.945,-62.500,0.000
1709720480.960,-39.551,-40.039,-77.637,-71.289,0.000
1709720480.964,-28.320,-35.645,-73.730,-54.199,0.000
1709720480.968,-47.852,-28.809,-66.895,-66.406,0.000
1709720480.972,-94.238,-35.156,-68.848,-112.305,0.000
1709720480.976,-88.867,-41.992,-62.012,-107.422,0.000
1709720480.980,-33.691,-39.551,-51.270,-54.688,0.000
1709720480.984,-7.812,-39.062,-49.805,-33.691,0.000
1709720480.988,-48.828,-53.711,-59.570,-70.312,0.000
1709720480.991,-75.195,-50.293,-53.711,-89.844,0.000
1709720480.995,-55.176,-44.434,-43.457,-81.055,0.000
1709720480.999,-11.719,-44.434,-41.504,-39.551,0.000
1709720481.003,-12.695,-48.340,-53.223,-44.434,0.000
1709720481.007,-48.828,-54.199,-57.129,-72.266,0.000
1709720481.011,-64.453,-45.410,-41.016,-81.543,0.000
1709720481.015,-58.594,-38.086,-35.645,-90.332,0.000
1709720481.019,-35.645,-50.293,-44.922,-68.359,0.000
1709720481.023,-24.902,-62.988,-49.316,-50.781,0.000
1709720481.027,-42.969,-59.570,-47.852,-58.105,0.000
1709720481.030,-78.125,-53.711,-40.527,-87.891,0.000
1709720481.034,-91.309,-52.246,-44.434,-105.957,0.000
1709720481.038,-45.898,-41.992,-40.039,-69.336,0.000
1709720481.042,17.578,-34.180,-30.762,-7.324,0.000
1709720481.046,9.277,-43.945,-36.621,-15.625,0.000
1709720481.050,-94.727,-64.453,-55.664,-111.328,0.000
1709720481.054,-102.539,-53.711,-46.875,-121.582,0.000
1709720481.058,-47.852,-49.805,-38.574,-77.148,0.000
1709720481.062,-31.250,-62.500,-48.340,-63.477,0.000
1709720481.066,-47.363,-63.965,-54.688,-68.848,0.000
1709720481.070,-71.777,-58.105,-46.387,-87.402,0.000
1709720481.073,-83.008,-49.805,-41.504,-104.004,0.000
1709720481.077,-61.523,-49.316,-44.922,-84.961,0.000
1709720481.081,-22.461,-54.199,-43.457,-55.664,0.000
1709720481.085,-23.438,-60.059,-40.527,-48.828,0.000
1709720481.089,-50.781,-50.293,-35.645,-61.523,0.000
1709720481.093,-104.492,-48.340,-46.387,-104.492,0.000
1709720481.097,-98.633,-60.059,-51.758,-106.445,0.000
1709720481.101,-27.344,-56.641,-36.133,-48.828,0.000
1709720481.105,-15.137,-56.152,-35.156,-40.039,0.000
1709720481.108,-72.266,-55.176,-44.922,-90.332,0.000
1709720481.112,-106.934,-51.758,-49.805,-119.141,0.000
1709720481.116,-66.406,-54.199,-45.410,-92.773,0.000
1709720481.120,-26.367,-62.012,-39.551,-58.594,0.000
1709720481.124,-41.504,-67.871,-46.875,-57.617,0.000
1709720481.128,-60.547,-52.246,-38.574,-67.383,0.000
1709720481.132,-53.711,-23.926,-19.043,-63.477,0.000
1709720481.136,-49.316,-27.344,-27.344,-62.988,0.000
1709720481.140,-28.809,-46.387,-35.645,-39.551,0.000
1709720481.144,-18.066,-53.711,-42.480,-35.156,0.000
1709720481.148,-23.926,-41.016,-31.738,-39.062,0.000
1709720481.151,-62.500,-43.457,-27.344,-72.754,0.000
1709720481.155,-100.098,-63.965,-49.805,-123.535,0.000
1709720481.159,-49.316,-60.547,-39.062,-69.824,0.000
1709720481.163,-26.855,-68.848,-32.227,-28.320,0.000
1709720481.167,-64.453,-77.148,-41.016,-59.082,0.000
1709720481.171,-97.656,-67.383,-38.086,-107.910,0.000
1709720481.175,-86.426,-63.477,-32.715,-107.422,0.000
1709720481.179,-38.574,-60.059,-31.250,-62.988,0.000
1709720481.183,-24.414,-67.383,-35.156,-41.504,0.000
1709720481.187,-57.129,-72.754,-36.621,-68.848,0.000
1709720481.191,-79.102,-50.293,-34.180,-98.633,0.000
1709720481.194,-72.754,-45.410,-37.109,-95.703,0.000
1709720481.198,-65.430,-68.359,-49.316,-90.332,0.000
1709720481.202,-33.203,-65.430,-47.852,-68.359,0.000
1709720481.206,-14.648,-54.688,-46.875,-56.152,0.000
1709720481.210,-60.547,-59.570,-49.316,-83.984,0.000
1709720481.214,-89.844,-62.500,-46.875,-107.910,0.000
1709720481.218,-62.012,-53.711,-41.504,-83.008,0.000
1709720481.222,-19.531,-52.246,-42.480,-39.551,0.000
1709720481.226,-24.414,-54.199,-45.410,-43.945,0.000
1709720481.230,-85.449,-51.270,-44.434,-91.797,0.000
1709720481.234,-105.957,-52.246,-46.875,-118.164,0.000
1709720481.237,-42.480,-45.898,-34.668,-69.824,0.000
1709720481.241,5.371,-39.062,-29.785,-17.090,0.000
1709720481.245,-51.758,-64.453,-53.711,-65.918,0.000
1709720481.249,-84.961,-60.547,-40.527,-94.238,0.000
1709720481.253,-96.680,-53.223,-31.738,-114.258,0.000
1709720481.257,-81.543,-60.059,-41.992,-104.004,0.000
1709720481.261,-34.180,-61.035,-41.016,-60.547,0.000
1709720481.265,-23.926,-62.012,-37.598,-50.781,0.000
1709720481.269,-64.453,-58.105,-35.645,-78.613,0.000
1709720481.273,-97.168,-55.176,-34.180,-104.980,0.000
1709720481.277,-84.473,-55.664,-36.133,-93.750,0.000
1709720481.280,-37.109,-50.781,-35.156,-50.293,0.000
1709720481.284,-5.371,-47.852,-25.879,-18.555,0.000
1709720481.288,-69.824,-61.523,-44.434,-77.637,0.000
1709720481.292,-110.840,-56.641,-52.734,-120.605,0.000
1709720481.296,-69.824,-44.434,-36.621,-86.914,0.000
1709720481.300,-27.344,-49.316,-30.273,-53.223,0.000
1709720481.304,-19.043,-60.059,-29.785,-49.316,0.000
1709720481.308,-47.852,-57.617,-29.297,-71.289,0.000
1709720481.312,-88.379,-47.363,-32.227,-100.098,0.000
1709720481.316,-75.195,-47.363,-26.855,-91.309,0.000
1709720481.320,-28.320,-51.270,-28.809,-59.082,0.000
