timestamps,TP9,AF7,AF8,TP10,Right AUX
1709720489.553,-84.473,-65.918,-38.086,-99.121,0.000
1709720489.557,-65.430,-62.500,-38.086,-89.844,0.000
1709720489.561,-40.039,-53.223,-31.738,-54.199,0.000
1709720489.565,-48.340,-45.410,-31.250,-59.082,0.000
1709720489.569,-73.242,-44.922,-30.762,-88.867,0.000
1709720489.573,-79.102,-50.293,-34.180,-99.609,0.000
1709720489.577,-54.688,-51.758,-28.320,-72.266,0.000
1709720489.581,-10.742,-44.922,-18.555,-19.531,0.000
1709720489.585,-55.176,-61.523,-44.922,-73.242,0.000
1709720489.588,-100.098,-74.707,-57.129,-124.512,0.000
1709720489.592,-90.820,-64.453,-36.621,-103.027,0.000
1709720489.596,-89.844,-65.430,-34.180,-91.797,0.000
1709720489.600,-66.895,-63.477,-37.598,-77.637,0.000
1709720489.604,-53.711,-53.223,-31.250,-71.777,0.000
1709720489.608,-75.195,-53.223,-29.785,-88.379,0.000
1709720489.612,-89.355,-53.223,-35.645,-103.027,0.000
1709720489.616,-78.125,-60.547,-40.039,-101.074,0.000
1709720489.620,-51.270,-69.824,-38.574,-79.590,0.000
1709720489.624,-32.715,-57.129,-30.762,-52.734,0.000
1709720489.628,-70.312,-64.941,-33.203,-79.590,0.000
1709720489.631,-102.539,-72.266,-42.969,-113.770,0.000
1709720489.635,-77.637,-57.617,-41.504,-94.727,0.000
1709720489.639,-59.570,-60.547,-42.969,-71.289,0.000
1709720489.643,-66.895,-61.035,-43.457,-70.801,0.000
1709720489.647,-69.336,-53.223,-30.762,-81.543,0.000
1709720489.651,-67.383,-54.199,-26.367,-83.008,0.000
1709720489.655,-70.801,-62.012,-32.715,-80.078,0.000
1709720489.659,-58.594,-60.059,-35.645,-77.637,0.000
1709720489.663,-34.180,-46.387,-31.250,-57.617,0.000
1709720489.667,-32.227,-42.480,-19.531,-48.340,0.000
1709720489.671,-43.457,-45.410,-13.672,-60.547,0.000
1709720489.674,-86.426,-61.523,-37.598,-103.516,0.000
1709720489.678,-89.844,-68.848,-47.852,-91.797,0.000
1709720489.682,-39.551,-55.176,-23.926,-34.668,0.000
1709720489.686,-51.758,-54.688,-23.926,-56.641,0.000
1709720489.690,-104.004,-70.312,-45.898,-120.117,0.000
1709720489.694,-87.891,-64.941,-41.504,-114.258,0.000
1709720489.698,-57.617,-60.059,-39.062,-78.125,0.000
1709720489.702,-52.246,-59.570,-45.898,-63.477,0.000
1709720489.706,-60.547,-55.664,-36.621,-68.848,0.000
1709720489.710,-70.312,-57.129,-30.762,-83.496,0.000
1709720489.713,-58.594,-49.316,-25.879,-71.777,0.000
1709720489.717,-58.105,-51.758,-30.762,-74.219,0.000
1709720489.721,-65.918,-65.430,-43.457,-82.031,0.000
1709720489.725,-60.547,-62.988,-35.156,-60.059,0.000
1709720489.729,-75.684,-67.383,-35.156,-82.031,0.000
1709720489.733,-89.355,-72.266,-41.504,-104.004,0.000
1709720489.737,-84.473,-63.477,-43.457,-89.844,0.000
1709720489.741,-50.781,-52.734,-35.645,-48.828,0.000
1709720489.745,-50.781,-59.082,-36.621,-46.387,0.000
1709720489.749,-90.332,-67.383,-49.316,-89.355,0.000
1709720489.753,-90.820,-64.453,-47.852,-94.238,0.000
1709720489.756,-41.504,-48.828,-35.645,-52.246,0.000
1709720489.760,-22.461,-46.875,-37.109,-29.785,0.000
1709720489.764,-52.246,-63.477,-45.410,-56.641,0.000
1709720489.768,-76.660,-64.941,-52.246,-89.355,0.000
1709720489.772,-63.477,-53.223,-41.016,-73.242,0.000
1709720489.776,-57.129,-50.781,-26.855,-58.105,0.000
1709720489.780,-78.125,-56.641,-36.621,-73.242,0.000
1709720489.784,-65.918,-56.152,-40.039,-65.430,0.000
1709720489.788,-73.730,-56.152,-41.016,-80.078,0.000
1709720489.792,-83.984,-52.734,-35.645,-98.145,0.000
1709720489.796,-66.406,-56.152,-34.180,-91.309,0.000
1709720489.799,-38.086,-49.316,-28.809,-57.129,0.000
1709720489.803,-28.809,-44.922,-21.484,-37.109,0.000
1709720489.807,-61.523,-52.246,-31.738,-71.777,0.000
1709720489.811,-91.309,-56.152,-45.410,-114.258,0.000
1709720489.815,-66.895,-48.340,-39.062,-96.191,0.000
1709720489.819,-31.250,-45.410,-25.879,-47.363,0.000
1709720489.823,-48.340,-51.270,-33.691,-55.176,0.000
1709720489.827,-73.730,-49.805,-39.551,-85.449,0.000
1709720489.831,-71.289,-44.922,-34.180,-82.031,0.000
1709720489.835,-58.594,-46.387,-36.133,-76.660,0.000
1709720489.839,-52.246,-60.059,-39.551,-74.707,0.000
1709720489.842,-40.527,-55.664,-33.203,-57.617,0.000
1709720489.846,-36.133,-41.992,-23.926,-57.617,0.000
1709720489.850,-49.316,-41.992,-21.484,-71.289,0.000
1709720489.854,-63.477,-44.434,-31.738,-85.449,0.000
1709720489.858,-60.547,-52.246,-40.039,-72.266,0.000
1709720489.862,-24.902,-48.340,-33.691,-36.621,0.000
1709720489.866,-19.043,-45.410,-25.879,-30.273,0.000
1709720489.870,-88.867,-67.871,-46.875,-99.121,0.000
1709720489.874,-103.516,-61.035,-53.711,-120.117,0.000
1709720489.878,-74.219,-59.082,-44.922,-87.402,0.000
1709720489.882,-59.082,-67.383,-43.457,-70.312,0.000
1709720489.885,-62.012,-60.547,-40.527,-61.035,0.000
1709720489.889,-75.684,-52.246,-36.621,-78.125,0.000
1709720489.893,-71.289,-46.387,-33.203,-90.820,0.000
1709720489.897,-56.152,-52.734,-33.691,-77.148,0.000
1709720489.901,-51.270,-51.270,-36.133,-63.477,0.000
1709720489.905,-61.523,-52.246,-38.574,-62.500,0.000
1709720489.909,-64.453,-48.828,-32.715,-72.266,0.000
1709720489.913,-74.707,-44.434,-31.250,-85.449,0.000
1709720489.917,-71.777,-44.922,-31.250,-82.520,0.000
1709720489.920,-41.504,-41.992,-30.762,-53.711,0.000
1709720489.924,-32.227,-45.410,-31.250,-33.203,0.000
1709720489.928,-65.918,-59.570,-38.574,-63.477,0.000
1709720489.932,-70.801,-62.500,-41.992,-90.820,0.000
1709720489.936,-58.105,-54.688,-35.645,-73.730,0.000
1709720489.940,-46.387,-54.199,-39.551,-40.527,0.000
1709720489.944,-42.480,-59.570,-42.969,-45.898,0.000
1709720489.948,-65.918,-62.012,-38.574,-83.984,0.000
1709720489.952,-68.848,-46.875,-32.227,-85.449,0.000
1709720489.956,-33.691,-33.203,-27.344,-47.363,0.000
1709720489.960,-59.082,-54.688,-50.781,-74.219,0.000
1709720489.963,-82.520,-64.941,-54.688,-82.031,0.000
1709720489.967,-70.312,-55.664,-40.039,-70.801,0.000
1709720489.971,-82.520,-57.129,-48.828,-99.609,0.000
1709720489.975,-88.867,-58.594,-56.152,-104.980,0.000
1709720489.979,-65.918,-59.570,-48.828,-77.148,0.000
1709720489.983,-53.711,-60.059,-47.363,-62.012,0.000
1709720489.987,-66.406,-61.523,-46.387,-76.172,0.000
1709720489.991,-78.125,-55.176,-41.504,-90.332,0.000
1709720489.995,-81.055,-55.664,-50.293,-94.238,0.000
1709720489.999,-46.387,-58.594,-44.434,-58.594,0.000
1709720490.003,-50.781,-60.547,-45.898,-53.711,0.000
1709720490.006,-84.961,-58.105,-55.176,-97.656,0.000
1709720490.010,-84.961,-50.781,-48.340,-102.539,0.000
1709720490.014,-78.125,-53.223,-41.992,-93.262,0.000
1709720490.018,-69.336,-53.711,-41.992,-90.332,0.000
1709720490.022,-57.617,-55.176,-40.039,-76.172,0.000
1709720490.026,-51.270,-57.129,-33.203,-66.406,0.000
1709720490.030,-74.707,-63.477,-36.621,-90.332,0.000
1709720490.034,-84.961,-65.430,-44.922,-101.074,0.000
1709720490.038,-52.246,-56.641,-43.945,-65.918,0.000
1709720490.042,-35.156,-53.711,-38.574,-40.527,0.000
1709720490.046,-28.320,-43.457,-27.832,-20.508,0.000
1709720490.049,-78.125,-60.059,-41.992,-78.125,0.000
1709720490.053,-102.051,-64.453,-42.480,-125.488,0.000
1709720490.057,-72.754,-50.293,-35.156,-101.074,0.000
1709720490.061,-62.012,-57.129,-43.457,-78.613,0.000
1709720490.065,-65.430,-61.523,-39.551,-80.566,0.000
1709720490.069,-77.637,-57.617,-33.691,-97.168,0.000
1709720490.073,-81.055,-56.641,-31.738,-101.562,0.000
1709720490.077,-66.895,-52.246,-36.133,-96.191,0.000
1709720490.081,-46.387,-44.922,-31.738,-72.754,0.000
1709720490.085,-32.715,-48.340,-22.949,-53.711,0.000
1709720490.089,-52.734,-58.594,-26.855,-71.777,0.000
1709720490.092,-92.773,-62.988,-40.039,-105.957,0.000
1709720490.096,-94.727,-64.453,-42.969,-99.609,0.000
1709720490.100,-53.711,-64.941,-34.180,-62.988,0.000
1709720490.104,-25.879,-51.270,-24.902,-38.086,0.000
1709720490.108,-69.336,-53.711,-36.133,-81.543,0.000
1709720490.112,-101.562,-56.641,-47.852,-116.211,0.000
1709720490.116,-83.496,-51.758,-40.039,-83.984,0.000
1709720490.120,-68.359,-52.734,-31.250,-52.734,0.000
1709720490.124,-60.059,-51.758,-29.297,-56.152,0.000
1709720490.128,-74.707,-49.316,-36.133,-86.426,0.000
1709720490.131,-60.059,-38.086,-27.832,-80.566,0.000
1709720490.135,-40.527,-32.715,-16.113,-60.059,0.000
1709720490.139,-46.387,-40.527,-32.227,-64.453,0.000
1709720490.143,-47.852,-45.898,-40.527,-59.082,0.000
1709720490.147,-41.992,-43.457,-28.809,-50.781,0.000
1709720490.151,-52.734,-47.363,-36.133,-73.730,0.000
1709720490.155,-86.426,-67.383,-55.664,-113.281,0.000
1709720490.159,-55.176,-59.082,-46.875,-86.426,0.000
1709720490.163,-36.133,-50.781,-38.086,-60.547,0.000
1709720490.167,-62.988,-54.199,-44.922,-75.684,0.000
1709720490.171,-76.660,-57.617,-40.039,-94.238,0.000
1709720490.174,-64.941,-60.547,-32.715,-82.031,0.000
1709720490.178,-35.156,-51.758,-29.297,-52.246,0.000
1709720490.182,-27.832,-49.316,-28.809,-52.246,0.000
1709720490.186,-54.199,-54.199,-34.668,-77.148,0.000
1709720490.190,-66.406,-56.152,-30.762,-88.379,0.000
1709720490.194,-52.246,-50.781,-30.762,-75.684,0.000
1709720490.198,-43.945,-50.293,-37.109,-62.988,0.000
1709720490.202,-48.828,-54.199,-35.156,-54.199,0.000
1709720490.206,-60.059,-55.664,-30.273,-58.594,0.000
1709720490.210,-75.195,-53.711,-33.203,-80.078,0.000
1709720490.214,-87.402,-62.012,-39.062,-100.586,0.000
1709720490.217,-66.895,-62.988,-39.551,-83.008,0.000
1709720490.221,-32.715,-46.387,-37.598,-45.898,0.000
1709720490.225,-31.250,-41.504,-31.250,-41.992,0.000
1709720490.229,-67.383,-52.246,-27.344,-75.195,0.000
1709720490.233,-73.730,-54.199,-23.926,-89.355,0.000
1709720490.237,-39.062,-44.922,-17.090,-58.105,0.000
1709720490.241,-9.277,-36.133,-13.184,-10.742,0.000
1709720490.245,-58.105,-51.270,-33.691,-53.711,0.000
1709720490.249,-95.215,-58.594,-37.109,-103.027,0.000
1709720490.253,-82.031,-58.594,-25.879,-96.191,0.000
1709720490.257,-67.383,-61.035,-31.738,-81.543,0.000
1709720490.260,-59.570,-59.082,-36.621,-72.754,0.000
1709720490.264,-66.406,-51.758,-29.785,-62.012,0.000
1709720490.268,-72.266,-50.781,-25.391,-66.895,0.000
1709720490.272,-69.824,-58.594,-32.227,-83.984,0.000
1709720490.276,-69.336,-55.664,-41.016,-89.355,0.000
1709720490.280,-58.105,-45.898,-41.016,-66.895,0.000
1709720490.284,-22.949,-40.527,-21.484,-21.484,0.000
1709720490.288,-61.035,-54.199,-29.785,-66.406,0.000
1709720490.292,-111.816,-71.777,-53.223,-125.000,0.000
1709720490.296,-82.031,-63.965,-39.062,-82.520,0.000
1709720490.300,-51.270,-55.664,-29.297,-50.781,0.000
1709720490.303,-53.711,-62.012,-37.109,-62.988,0.000
1709720490.307,-66.406,-62.500,-41.504,-78.613,0.000
1709720490.311,-63.477,-50.781,-32.227,-82.520,0.000
1709720490.315,-54.688,-43.457,-27.832,-59.082,0.000
1709720490.319,-42.480,-44.434,-29.785,-41.504,0.000
1709720490.323,-45.410,-46.387,-30.762,-57.129,0.000
1709720490.327,-52.734,-48.828,-23.438,-51.758,0.000
1709720490.331,-49.316,-41.992,-11.230,-42.969,0.000
1709720490.335,-93.262,-58.105,-35.156,-90.332,0.000
1709720490.339,-91.309,-64.453,-41.016,-93.750,0.000
1709720490.342,-50.293,-49.316,-26.367,-57.617,0.000
1709720490.346,-62.012,-60.059,-34.180,-74.219,0.000
1709720490.350,-85.938,-68.359,-32.227,-105.469,0.000
1709720490.354,-76.172,-57.129,-19.531,-92.285,0.000
1709720490.358,-59.082,-58.594,-23.438,-79.102,0.000
1709720490.362,-43.457,-51.758,-23.926,-69.824,0.000
1709720490.366,-46.387,-42.480,-20.508,-51.758,0.000
1709720490.370,-77.637,-53.223,-27.832,-79.102,0.000
1709720490.374,-60.059,-39.551,-17.578,-65.918,0.000
1709720490.378,-52.734,-37.109,-18.066,-51.758,0.000
1709720490.382,-65.918,-60.059,-27.832,-74.707,0.000
1709720490.385,-56.152,-56.152,-27.832,-62.012,0.000
1709720490.389,-75.195,-56.641,-33.203,-76.172,0.000
1709720490.393,-90.332,-66.895,-35.645,-103.516,0.000
1709720490.397,-73.242,-67.383,-35.156,-86.426,0.000
1709720490.401,-47.363,-47.852,-20.020,-42.480,0.000
1709720490.405,-45.898,-33.691,-16.602,-30.762,0.000
1709720490.409,-76.660,-45.410,-33.203,-66.895,0.000
1709720490.413,-79.590,-51.758,-40.527,-89.355,0.000
1709720490.417,-47.363,-45.898,-30.762,-59.082,0.000
1709720490.421,-14.648,-43.457,-16.602,-26.855,0.000
1709720490.424,-43.457,-63.965,-31.738,-55.664,0.000
1709720490.428,-71.289,-62.988,-41.016,-78.613,0.000
1709720490.432,-79.590,-49.316,-35.156,-81.543,0.000
1709720490.436,-75.684,-51.758,-33.203,-78.125,0.000
1709720490.440,-50.781,-53.711,-34.180,-59.082,0.000
1709720490.444,-48.828,-55.176,-37.109,-48.828,0.000
1709720490.448,-57.129,-51.270,-33.203,-58.594,0.000
1709720490.452,-75.195,-51.270,-37.598,-89.355,0.000
1709720490.456,-66.895,-50.781,-38.574,-78.125,0.000
1709720490.460,-23.926,-44.922,-31.738,-45.410,0.000
1709720490.464,-9.277,-39.062,-24.414,-23.438,0.000
1709720490.467,-61.035,-54.688,-32.715,-61.035,0.000
1709720490.471,-102.539,-65.430,-52.734,-114.746,0.000
1709720490.475,-76.172,-59.082,-43.457,-85.938,0.000
1709720490.479,-60.059,-54.688,-36.621,-61.523,0.000
1709720490.483,-53.711,-54.199,-34.668,-57.617,0.000
1709720490.487,-55.176,-60.059,-28.809,-59.082,0.000
1709720490.491,-62.988,-53.223,-22.949,-62.988,0.000
1709720490.495,-57.617,-48.828,-27.832,-62.012,0.000
1709720490.499,-54.688,-57.617,-33.691,-54.199,0.000
1709720490.503,-46.387,-56.641,-24.902,-34.180,0.000
1709720490.506,-26.855,-43.457,-14.648,-21.484,0.000
1709720490.510,-38.574,-43.945,-13.672,-35.645,0.000
1709720490.514,-65.430,-62.012,-28.320,-66.895,0.000
1709720490.518,-62.988,-67.871,-31.738,-69.824,0.000
1709720490.522,-24.902,-54.199,-19.043,-26.855,0.000
1709720490.526,-29.785,-48.340,-19.531,-20.020,0.000
1709720490.530,-93.262,-71.777,-43.457,-88.379,0.000
1709720490.534,-87.891,-75.195,-42.969,-96.191,0.000
1709720490.538,-55.176,-55.664,-27.344,-60.547,0.000
1709720490.542,-51.758,-55.176,-27.344,-38.574,0.000
1709720490.546,-70.801,-68.848,-40.527,-58.105,0.000
1709720490.549,-87.891,-68.359,-51.270,-83.984,0.000
1709720490.553,-86.914,-62.988,-45.410,-75.195,0.000
1709720490.557,-72.754,-60.547,-32.715,-62.500,0.000
1709720490.561,-64.941,-62.500,-32.227,-62.988,0.000
1709720490.565,-58.594,-63.477,-33.203,-56.152,0.000
1709720490.569,-59.570,-57.617,-35.156,-60.059,0.000
1709720490.573,-86.914,-60.059,-43.945,-83.984,0.000
1709720490.577,-84.961,-64.453,-47.852,-89.844,0.000
1709720490.581,-55.176,-58.594,-40.527,-62.988,0.000
1709720490.585,-45.410,-44.434,-33.203,-50.293,0.000
1709720490.589,-75.684,-51.758,-47.852,-78.125,0.000
1709720490.592,-90.820,-55.664,-50.293,-98.633,0.000
1709720490.596,-58.105,-44.434,-32.227,-68.359,0.000
1709720490.600,-28.320,-44.434,-27.344,-32.227,0.000
1709720490.604,-31.250,-49.805,-28.809,-35.645,0.000
1709720490.608,-56.152,-52.734,-29.785,-58.105,0.000
1709720490.612,-57.617,-56.152,-23.926,-65.918,0.000
1709720490.616,-38.574,-52.246,-24.414,-39.551,0.000
1709720490.620,-63.965,-64.453,-48.340,-62.012,0.000
1709720490.624,-63.477,-66.406,-45.410,-75.195,0.000
1709720490.628,-63.477,-58.105,-31.738,-66.895,0.000
1709720490.632,-85.449,-61.523,-42.480,-92.285,0.000
1709720490.635,-88.379,-66.406,-47.852,-102.051,0.000
1709720490.639,-65.430,-59.082,-35.645,-74.219,0.000
1709720490.643,-49.316,-54.688,-35.156,-57.129,0.000
1709720490.647,-66.895,-62.012,-46.387,-73.730,0.000
1709720490.651,-79.102,-65.430,-48.828,-94.238,0.000
1709720490.655,-74.219,-64.453,-38.086,-92.773,0.000
1709720490.659,-48.340,-59.570,-18.555,-59.082,0.000
1709720490.663,-52.246,-59.570,-29.785,-62.500,0.000
1709720490.667,-80.566,-60.547,-38.574,-88.379,0.000
1709720490.671,-77.637,-55.176,-31.250,-89.355,0.000
1709720490.675,-72.754,-48.340,-33.691,-83.984,0.000
1709720490.678,-76.172,-51.270,-40.039,-75.684,0.000
1709720490.682,-64.941,-56.152,-36.133,-65.918,0.000
1709720490.686,-58.105,-52.734,-32.227,-66.895,0.000
1709720490.690,-64.453,-46.875,-28.320,-73.730,0.000
1709720490.694,-75.684,-50.293,-26.855,-73.242,0.000
1709720490.698,-63.965,-54.688,-30.762,-69.824,0.000
1709720490.702,-25.879,-45.410,-21.973,-44.434,0.000
1709720490.706,-17.578,-41.992,-17.090,-22.461,0.000
1709720490.710,-79.590,-62.988,-41.504,-68.359,0.000
1709720490.714,-102.051,-68.359,-43.945,-99.121,0.000
1709720490.717,-62.988,-56.641,-34.180,-76.660,0.000
1709720490.721,-50.781,-61.523,-38.086,-57.617,0.000
1709720490.725,-74.707,-73.242,-40.527,-71.777,0.000
1709720490.729,-87.402,-64.941,-41.016,-87.891,0.000
1709720490.733,-81.543,-52.734,-31.738,-90.820,0.000
1709720490.737,-69.824,-46.387,-27.344,-85.449,0.000
1709720490.741,-50.293,-43.945,-27.832,-61.035,0.000
1709720490.745,-55.664,-55.664,-29.785,-61.035,0.000
1709720490.749,-61.035,-51.758,-23.926,-69.336,0.000
1709720490.753,-79.102,-54.688,-33.203,-96.191,0.000
1709720490.756,-84.961,-60.547,-34.668,-96.680,0.000
1709720490.760,-46.875,-47.852,-19.043,-56.641,0.000
1709720490.764,-39.062,-50.293,-27.344,-61.035,0.000
1709720490.768,-62.988,-52.246,-36.133,-72.754,0.000
1709720490.772,-74.219,-44.434,-41.992,-92.773,0.000
1709720490.776,-56.152,-46.875,-33.203,-93.262,0.000
1709720490.780,-39.551,-52.734,-23.926,-57.129,0.000
1709720490.784,-55.664,-51.270,-32.227,-48.828,0.000
1709720490.788,-59.082,-47.363,-26.367,-75.684,0.000
1709720490.792,-51.758,-51.758,-21.484,-74.707,0.000
1709720490.796,-26.855,-41.504,-10.254,-39.551,0.000
1709720490.799,-52.246,-49.316,-24.414,-72.754,0.000
1709720490.803,-65.430,-56.641,-32.715,-85.449,0.000
1709720490.807,-46.875,-49.316,-30.273,-67.871,0.000
1709720490.811,-69.336,-56.641,-40.527,-92.773,0.000
1709720490.815,-83.008,-61.523,-39.551,-99.609,0.000
1709720490.819,-58.594,-55.664,-37.109,-64.453,0.000
1709720490.823,-38.086,-55.176,-30.273,-38.574,0.000
1709720490.827,-59.082,-58.105,-35.156,-64.453,0.000
1709720490.831,-89.355,-53.711,-41.992,-92.285,0.000
1709720490.835,-71.777,-44.434,-27.832,-79.590,0.000
1709720490.839,-26.855,-42.969,-14.160,-41.504,0.000
1709720490.842,-33.203,-54.199,-29.785,-51.270,0.000
1709720490.846,-64.941,-54.199,-39.551,-90.820,0.000
1709720490.850,-61.523,-37.109,-33.203,-98.633,0.000
1709720490.854,-60.547,-39.551,-35.645,-96.680,0.000
1709720490.858,-54.199,-51.758,-36.133,-75.195,0.000
1709720490.862,-50.781,-54.688,-36.133,-59.570,0.000
1709720490.866,-47.852,-41.016,-30.273,-53.711,0.000
1709720490.870,-56.641,-48.828,-29.297,-75.684,0.000
1709720490.874,-77.148,-60.547,-34.668,-104.492,0.000
1709720490.878,-57.129,-51.758,-30.762,-81.543,0.000
1709720490.881,-10.254,-36.621,-16.602,-34.180,0.000
1709720490.885,-16.602,-34.180,-19.043,-34.668,0.000
1709720490.889,-68.359,-51.270,-34.180,-76.172,0.000
1709720490.893,-89.355,-62.012,-36.621,-96.191,0.000
1709720490.897,-53.223,-50.781,-23.926,-57.617,0.000
1709720490.901,-30.273,-41.016,-28.320,-33.203,0.000
1709720490.905,-71.289,-56.641,-48.340,-70.801,0.000
1709720490.909,-72.754,-51.758,-31.250,-80.078,0.000
1709720490.913,-65.918,-49.805,-17.578,-84.473,0.000
1709720490.917,-66.406,-57.129,-20.020,-81.055,0.000
1709720490.921,-50.293,-46.387,-23.926,-60.547,0.000
1709720490.924,-43.945,-43.945,-31.250,-52.734,0.000
1709720490.928,-52.734,-50.293,-32.227,-63.477,0.000
1709720490.932,-80.566,-52.246,-34.668,-92.773,0.000
1709720490.936,-83.496,-56.152,-36.133,-92.285,0.000
1709720490.940,-44.434,-49.805,-24.902,-52.734,0.000
1709720490.944,-34.668,-37.109,-24.414,-41.992,0.000
1709720490.948,-71.777,-55.176,-41.992,-74.707,0.000
1709720490.952,-86.914,-67.383,-46.875,-106.934,0.000
1709720490.956,-67.383,-51.758,-35.645,-87.402,0.000
1709720490.960,-43.945,-38.086,-32.715,-53.223,0.000
1709720490.964,-45.410,-38.086,-34.668,-62.500,0.000
1709720490.967,-66.406,-51.270,-37.598,-71.777,0.000
1709720490.971,-70.312,-55.176,-33.691,-78.125,0.000
1709720490.975,-58.594,-44.922,-25.391,-84.473,0.000
1709720490.979,-50.293,-38.574,-27.832,-68.359,0.000
1709720490.983,-39.062,-41.992,-31.738,-49.805,0.000
1709720490.987,-35.156,-41.504,-22.949,-51.270,0.000
1709720490.991,-44.922,-41.504,-8.789,-57.617,0.000
1709720490.995,-90.332,-57.617,-28.320,-94.727,0.000
1709720490.999,-82.031,-57.617,-33.691,-88.867,0.000
1709720491.003,-50.293,-53.711,-25.391,-62.500,0.000
1709720491.007,-68.359,-59.570,-35.645,-86.914,0.000
1709720491.010,-84.473,-58.105,-33.691,-108.398,0.000
1709720491.014,-66.895,-47.363,-26.855,-90.820,0.000
1709720491.018,-48.340,-50.781,-24.902,-70.312,0.000
1709720491.022,-40.527,-67.383,-25.391,-55.176,0.000
1709720491.026,-54.199,-63.477,-31.250,-62.500,0.000
1709720491.030,-80.078,-52.734,-36.133,-91.797,0.000
1709720491.034,-69.336,-43.457,-34.180,-81.543,0.000
1709720491.038,-68.848,-46.387,-36.133,-84.961,0.000
1709720491.042,-68.359,-52.734,-33.691,-82.520,0.000
1709720491.046,-55.176,-44.922,-27.832,-60.547,0.000
1709720491.050,-65.918,-46.387,-24.902,-79.590,0.000
1709720491.053,-78.613,-48.828,-25.879,-82.520,0.000
1709720491.057,-66.895,-47.852,-26.855,-68.359,0.000
1709720491.061,-49.805,-45.898,-26.367,-65.430,0.000
1709720491.065,-44.922,-44.922,-26.855,-58.594,0.000
1709720491.069,-55.176,-47.363,-29.297,-71.289,0.000
1709720491.073,-69.824,-47.852,-29.297,-84.473,0.000
1709720491.077,-53.223,-42.969,-17.090,-59.082,0.000
1709720491.081,-17.090,-29.785,-7.324,-9.766,0.000
1709720491.085,-62.988,-47.363,-32.227,-56.152,0.000
1709720491.089,-97.656,-57.617,-39.551,-105.469,0.000
1709720491.092,-80.078,-48.828,-21.484,-93.262,0.000
1709720491.096,-72.754,-52.734,-24.414,-89.355,0.000
1709720491.100,-58.594,-55.176,-31.250,-71.289,0.000
1709720491.104,-49.316,-55.176,-34.180,-57.129,0.000
1709720491.108,-62.988,-59.082,-28.320,-69.824,0.000
1709720491.112,-83.008,-56.641,-18.066,-77.148,0.000
1709720491.116,-68.848,-47.852,-16.113,-70.801,0.000
1709720491.120,-52.246,-51.758,-21.484,-61.035,0.000
1709720491.124,-33.691,-50.781,-15.625,-33.691,0.000
1709720491.128,-60.547,-57.129,-26.367,-62.988,0.000
1709720491.131,-97.168,-66.895,-45.410,-107.910,0.000
1709720491.135,-72.266,-54.688,-34.668,-86.426,0.000
1709720491.139,-50.293,-51.758,-25.879,-57.129,0.000
1709720491.143,-56.152,-59.082,-31.738,-62.500,0.000
1709720491.147,-63.477,-59.082,-35.645,-88.379,0.000
1709720491.151,-56.641,-51.758,-33.203,-88.379,0.000
1709720491.155,-60.059,-59.570,-35.645,-79.590,0.000
1709720491.159,-57.129,-61.523,-35.645,-67.383,0.000
1709720491.163,-42.480,-45.410,-33.203,-47.363,0.000
1709720491.167,-39.551,-48.340,-29.297,-50.293,0.000
1709720491.171,-31.738,-40.039,-12.695,-47.363,0.000
1709720491.174,-65.918,-53.223,-36.133,-84.473,0.000
1709720491.178,-78.125,-69.824,-58.105,-96.191,0.000
1709720491.182,-43.457,-52.246,-31.250,-45.410,0.000
1709720491.186,-52.734,-50.781,-25.879,-46.875,0.000
1709720491.190,-86.426,-53.223,-36.133,-76.660,0.000
1709720491.194,-87.891,-57.129,-34.180,-72.754,0.000
1709720491.198,-58.105,-62.988,-30.762,-54.199,0.000
1709720491.202,-42.969,-67.871,-38.574,-56.641,0.000
1709720491.206,-47.852,-67.871,-38.574,-63.477,0.000
1709720491.210,-67.871,-58.594,-31.250,-72.266,0.000
1709720491.213,-54.688,-44.922,-15.625,-61.035,0.000
1709720491.217,-54.688,-48.828,-18.555,-55.176,0.000
1709720491.221,-68.359,-56.641,-35.645,-63.477,0.000
1709720491.225,-53.223,-54.199,-35.156,-57.617,0.000
1709720491.229,-66.895,-58.105,-35.645,-79.102,0.000
1709720491.233,-80.566,-60.059,-41.016,-102.539,0.000
1709720491.237,-69.336,-60.059,-46.875,-88.379,0.000
1709720491.241,-37.109,-51.270,-42.969,-43.945,0.000
1709720491.245,-42.480,-53.711,-38.086,-43.457,0.000
1709720491.249,-77.637,-66.406,-39.062,-82.031,0.000
1709720491.253,-83.008,-65.918,-34.180,-98.145,0.000
1709720491.256,-50.293,-42.969,-22.461,-55.664,0.000
1709720491.260,-33.203,-33.203,-24.414,-26.367,0.000
1709720491.264,-57.129,-48.340,-39.062,-55.176,0.000
1709720491.268,-76.660,-55.176,-38.086,-81.055,0.000
1709720491.272,-62.500,-46.875,-21.973,-77.637,0.000
1709720491.276,-51.758,-53.711,-19.043,-68.359,0.000
1709720491.280,-63.477,-69.824,-37.109,-80.566,0.000
1709720491.284,-49.316,-61.523,-37.109,-60.059,0.000
1709720491.288,-61.523,-60.059,-36.621,-81.055,0.000
1709720491.292,-87.402,-69.336,-37.598,-112.305,0.000
1709720491.296,-84.473,-65.430,-36.133,-98.145,0.000
1709720491.299,-51.270,-50.781,-39.062,-66.895,0.000
1709720491.303,-32.715,-42.969,-28.320,-48.340,0.000
1709720491.307,-63.477,-51.758,-31.250,-75.684,0.000
