timestamps,PPG1,PPG2,PPG3
1709721355.258,2968.000,120750.000,65743.000
1709721355.274,2964.000,120775.000,65745.000
1709721355.289,2963.000,120738.000,65744.000
1709721355.305,2967.000,120766.000,65777.000
1709721355.321,2970.000,120783.000,65756.000
1709721355.336,2970.000,120804.000,65765.000
1709721355.352,2971.000,120807.000,65793.000
1709721355.367,2978.000,120759.000,65794.000
1709721355.383,2974.000,120802.000,65774.000
1709721355.399,2971.000,120836.000,65788.000
1709721355.414,2976.000,120857.000,65775.000
1709721355.430,2972.000,120860.000,65781.000
1709721355.446,2979.000,120807.000,65813.000
1709721355.461,2979.000,120861.000,65809.000
1709721355.477,2978.000,120901.000,65810.000
1709721355.492,2977.000,120890.000,65836.000
1709721355.508,2977.000,120877.000,65821.000
1709721355.524,2981.000,120788.000,65802.000
1709721355.539,2974.000,120823.000,65819.000
1709721355.555,2980.000,120862.000,65821.000
1709721355.571,2975.000,120780.000,65773.000
1709721355.586,2983.000,120759.000,65803.000
1709721355.602,2975.000,120794.000,65783.000
1709721355.617,2977.000,120721.000,65803.000
1709721355.633,2980.000,120743.000,65775.000
1709721355.649,2978.000,120715.000,65793.000
1709721355.664,2980.000,120672.000,65809.000
1709721355.680,2981.000,120713.000,65778.000
1709721355.696,2982.000,120685.000,65801.000
1709721355.711,2981.000,120652.000,65796.000
1709721355.727,2976.000,120693.000,65778.000
1709721355.742,2977.000,120721.000,65793.000
1709721355.758,2979.000,120731.000,65790.000
1709721355.774,2982.000,120643.000,65767.000
1709721355.789,2978.000,120714.000,65818.000
1709721355.805,2982.000,120686.000,65765.000
1709721355.821,2982.000,120710.000,65779.000
1709721355.836,2979.000,120684.000,65789.000
1709721355.852,2981.000,120561.000,65773.000
1709721355.867,2974.000,120646.000,65776.000
1709721355.883,2979.000,120627.000,65774.000
1709721355.899,2984.000,120647.000,65761.000
1709721355.914,2976.000,120701.000,65745.000
1709721355.930,2977.000,120688.000,65780.000
1709721355.946,2985.000,120626.000,65755.000
1709721355.961,2983.000,120596.000,65747.000
1709721355.977,2985.000,120610.000,65765.000
1709721355.992,2984.000,120652.000,65764.000
1709721356.008,2977.000,120649.000,65766.000
1709721356.024,2982.000,120633.000,65761.000
1709721356.039,2987.000,120672.000,65776.000
1709721356.055,2980.000,120624.000,65762.000
1709721356.071,2982.000,120691.000,65754.000
1709721356.086,2982.000,120669.000,65745.000
1709721356.102,2977.000,120660.000,65779.000
1709721356.117,2987.000,120638.000,65776.000
1709721356.133,2990.000,120680.000,65753.000
1709721356.149,2986.000,120691.000,65768.000
1709721356.164,2986.000,120729.000,65777.000
1709721356.180,2989.000,120693.000,65761.000
1709721356.196,2991.000,120727.000,65806.000
1709721356.211,2989.000,120676.000,65801.000
1709721356.227,2986.000,120727.000,65773.000
1709721356.242,2996.000,120760.000,65809.000
1709721356.258,2997.000,120722.000,65806.000
1709721356.274,2994.000,120697.000,65811.000
1709721356.289,2997.000,120707.000,65825.000
1709721356.305,3002.000,120718.000,65831.000
1709721356.321,2994.000,120797.000,65811.000
1709721356.336,2997.000,120771.000,65819.000
1709721356.352,3001.000,120880.000,65839.000
1709721356.367,3001.000,120759.000,65806.000
1709721356.383,2995.000,120737.000,65808.000
1709721356.399,2990.000,120698.000,65797.000
1709721356.414,2988.000,120705.000,65796.000
1709721356.430,2987.000,120672.000,65768.000
1709721356.446,2984.000,120620.000,65765.000
1709721356.461,2982.000,120553.000,65769.000
1709721356.477,2985.000,120561.000,65766.000
1709721356.492,2978.000,120554.000,65738.000
1709721356.508,2976.000,120452.000,65718.000
1709721356.524,2984.000,120477.000,65738.000
1709721356.539,2984.000,120451.000,65728.000
1709721356.555,2980.000,120472.000,65716.000
1709721356.571,2981.000,120430.000,65734.000
1709721356.586,2985.000,120381.000,65730.000
1709721356.602,2986.000,120387.000,65691.000
1709721356.617,2983.000,120398.000,65698.000
1709721356.633,2979.000,120370.000,65722.000
1709721356.649,2980.000,120375.000,65677.000
1709721356.664,2981.000,120347.000,65720.000
1709721356.680,2981.000,120330.000,65677.000
1709721356.696,2985.000,120292.000,65671.000
1709721356.711,2978.000,120291.000,65665.000
1709721356.727,2984.000,120269.000,65683.000
1709721356.742,2975.000,120295.000,65690.000
1709721356.758,2980.000,120301.000,65675.000
1709721356.774,2979.000,120293.000,65680.000
1709721356.789,2980.000,120259.000,65653.000
1709721356.805,2974.000,120283.000,65649.000
1709721356.821,2980.000,120286.000,65673.000
1709721356.836,2981.000,120283.000,65635.000
1709721356.852,2976.000,120238.000,65680.000
1709721356.867,2976.000,120210.000,65675.000
1709721356.883,2976.000,120288.000,65647.000
1709721356.899,2980.000,120244.000,65625.000
1709721356.914,2981.000,120269.000,65638.000
1709721356.930,2980.000,120267.000,65651.000
1709721356.946,2984.000,120255.000,65615.000
1709721356.961,2978.000,120301.000,65625.000
1709721356.977,2984.000,120279.000,65657.000
1709721356.992,2983.000,120270.000,65621.000
1709721357.008,2980.000,120313.000,65639.000
1709721357.024,2981.000,120296.000,65630.000
1709721357.039,2985.000,120326.000,65674.000
1709721357.055,2985.000,120306.000,65653.000
1709721357.071,2983.000,120356.000,65646.000
1709721357.086,2982.000,120357.000,65645.000
1709721357.102,2982.000,120344.000,65642.000
1709721357.117,2984.000,120387.000,65668.000
1709721357.133,2979.000,120397.000,65683.000
1709721357.149,2984.000,120380.000,65685.000
1709721357.164,2987.000,120368.000,65671.000
1709721357.180,2986.000,120381.000,65666.000
1709721357.196,2986.000,120382.000,65680.000
1709721357.211,2991.000,120421.000,65683.000
1709721357.227,2986.000,120419.000,65662.000
1709721357.242,2989.000,120309.000,65667.000
1709721357.258,2980.000,120387.000,65643.000
1709721357.274,2978.000,120269.000,65632.000
1709721357.289,2977.000,120280.000,65624.000
1709721357.305,2984.000,120232.000,65616.000
1709721357.321,2971.000,120200.000,65624.000
1709721357.336,2968.000,120205.000,65603.000
1709721357.352,2967.000,120141.000,65611.000
1709721357.367,2970.000,120095.000,65578.000
1709721357.383,2962.000,120100.000,65562.000
1709721357.399,2961.000,120094.000,65544.000
1709721357.414,2966.000,120008.000,65521.000
1709721357.430,2961.000,120003.000,65528.000
1709721357.446,2959.000,119947.000,65545.000
1709721357.461,2958.000,119947.000,65530.000
1709721357.477,2955.000,119934.000,65496.000
1709721357.492,2964.000,119913.000,65519.000
1709721357.508,2959.000,119903.000,65520.000
1709721357.524,2957.000,119951.000,65491.000
1709721357.539,2955.000,119846.000,65511.000
1709721357.555,2954.000,119855.000,65502.000
1709721357.571,2951.000,119878.000,65472.000
1709721357.586,2954.000,119803.000,65490.000
1709721357.602,2955.000,119793.000,65506.000
1709721357.617,2958.000,119757.000,65490.000
1709721357.633,2946.000,119774.000,65448.000
1709721357.649,2946.000,119857.000,65499.000
1709721357.664,2948.000,119759.000,65466.000
1709721357.680,2948.000,119731.000,65446.000
1709721357.696,2951.000,119801.000,65419.000
1709721357.711,2948.000,119786.000,65461.000
1709721357.727,2952.000,119816.000,65439.000
1709721357.742,2946.000,119850.000,65488.000
1709721357.758,2944.000,119790.000,65481.000
1709721357.774,2954.000,119830.000,65425.000
1709721357.789,2946.000,119858.000,65456.000
1709721357.805,2953.000,119797.000,65467.000
1709721357.821,2948.000,119806.000,65445.000
1709721357.836,2949.000,119782.000,65465.000
1709721357.852,2948.000,119837.000,65435.000
1709721357.867,2946.000,119844.000,65449.000
1709721357.883,2950.000,119840.000,65476.000
1709721357.899,2952.000,119888.000,65455.000
1709721357.914,2952.000,119828.000,65405.000
1709721357.930,2951.000,119881.000,65418.000
1709721357.946,2945.000,119826.000,65418.000
1709721357.961,2945.000,119933.000,65407.000
1709721357.977,2941.000,119851.000,65436.000
1709721357.992,2944.000,119834.000,65453.000
1709721358.008,2943.000,119911.000,65458.000
1709721358.024,2947.000,119937.000,65444.000
1709721358.039,2946.000,119939.000,65452.000
1709721358.055,2946.000,119948.000,65473.000
1709721358.071,2949.000,119947.000,65473.000
1709721358.086,2945.000,119939.000,65466.000
1709721358.102,2949.000,119970.000,65459.000
1709721358.117,2950.000,119955.000,65453.000
1709721358.133,2943.000,119932.000,65456.000
1709721358.149,2943.000,119903.000,65440.000
1709721358.164,2939.000,119823.000,65440.000
1709721358.180,2942.000,119841.000,65433.000
1709721358.196,2936.000,119845.000,65425.000
1709721358.211,2937.000,119736.000,65418.000
1709721358.227,2932.000,119825.000,65392.000
1709721358.242,2933.000,119756.000,65394.000
1709721358.258,2930.000,119715.000,65382.000
1709721358.274,2931.000,119698.000,65409.000
1709721358.289,2930.000,119667.000,65372.000
1709721358.305,2930.000,119619.000,65360.000
1709721358.321,2926.000,119693.000,65347.000
1709721358.336,2930.000,119545.000,65336.000
1709721358.352,2928.000,119510.000,65371.000
1709721358.367,2927.000,119555.000,65333.000
1709721358.383,2929.000,119597.000,65313.000
1709721358.399,2930.000,119624.000,65326.000
1709721358.414,2923.000,119570.000,65318.000
1709721358.430,2928.000,119650.000,65326.000
1709721358.446,2926.000,119628.000,65326.000
1709721358.461,2926.000,119575.000,65316.000
1709721358.477,2922.000,119604.000,65295.000
1709721358.492,2925.000,119589.000,65325.000
1709721358.508,2928.000,119516.000,65276.000
1709721358.524,2926.000,119581.000,65306.000
1709721358.539,2923.000,119616.000,65295.000
1709721358.555,2930.000,119526.000,65294.000
1709721358.571,2930.000,119506.000,65291.000
1709721358.586,2926.000,119619.000,65299.000
1709721358.602,2928.000,119579.000,65279.000
1709721358.617,2928.000,119568.000,65300.000
1709721358.633,2934.000,119564.000,65309.000
1709721358.649,2934.000,119612.000,65276.000
1709721358.664,2927.000,119656.000,65283.000
1709721358.680,2931.000,119582.000,65299.000
1709721358.696,2936.000,119618.000,65308.000
1709721358.711,2925.000,119655.000,65288.000
1709721358.727,2932.000,119609.000,65307.000
1709721358.742,2929.000,119643.000,65263.000
1709721358.758,2937.000,119693.000,65294.000
1709721358.774,2933.000,119709.000,65333.000
1709721358.789,2934.000,119769.000,65332.000
1709721358.805,2933.000,119722.000,65330.000
1709721358.821,2935.000,119738.000,65335.000
1709721358.836,2940.000,119741.000,65327.000
1709721358.852,2938.000,119808.000,65350.000
1709721358.867,2941.000,119802.000,65353.000
1709721358.883,2937.000,119816.000,65352.000
1709721358.899,2940.000,119727.000,65345.000
1709721358.914,2945.000,119764.000,65348.000
1709721358.930,2944.000,119820.000,65319.000
1709721358.946,2942.000,119851.000,65344.000
1709721358.961,2952.000,119927.000,65372.000
1709721358.977,2950.000,119894.000,65368.000
1709721358.992,2948.000,119872.000,65333.000
1709721359.008,2947.000,119886.000,65331.000
1709721359.024,2947.000,119884.000,65375.000
1709721359.039,2947.000,119821.000,65344.000
1709721359.055,2938.000,119830.000,65343.000
1709721359.071,2942.000,119834.000,65365.000
1709721359.086,2932.000,119795.000,65336.000
1709721359.102,2937.000,119781.000,65311.000
1709721359.117,2938.000,119764.000,65306.000
1709721359.133,2941.000,119725.000,65299.000
1709721359.149,2935.000,119701.000,65317.000
1709721359.164,2934.000,119695.000,65297.000
1709721359.180,2934.000,119639.000,65279.000
1709721359.196,2937.000,119678.000,65303.000
1709721359.211,2934.000,119706.000,65298.000
1709721359.227,2930.000,119620.000,65286.000
1709721359.242,2934.000,119663.000,65281.000
1709721359.258,2938.000,119683.000,65273.000
1709721359.274,2932.000,119612.000,65277.000
1709721359.289,2938.000,119587.000,65265.000
1709721359.305,2934.000,119635.000,65258.000
1709721359.321,2927.000,119661.000,65269.000
1709721359.336,2932.000,119659.000,65318.000
1709721359.352,2935.000,119608.000,65279.000
1709721359.367,2930.000,119660.000,65278.000
1709721359.383,2936.000,119564.000,65272.000
1709721359.399,2936.000,119597.000,65244.000
1709721359.414,2936.000,119610.000,65254.000
1709721359.430,2929.000,119639.000,65254.000
1709721359.446,2933.000,119624.000,65251.000
1709721359.461,2929.000,119579.000,65260.000
1709721359.477,2933.000,119624.000,65249.000
1709721359.492,2933.000,119694.000,65259.000
1709721359.508,2931.000,119654.000,65265.000
1709721359.524,2937.000,119685.000,65225.000
1709721359.539,2935.000,119759.000,65245.000
1709721359.555,2937.000,119733.000,65254.000
1709721359.571,2937.000,119679.000,65283.000
1709721359.586,2935.000,119708.000,65259.000
1709721359.602,2938.000,119767.000,65286.000
1709721359.617,2940.000,119682.000,65265.000
1709721359.633,2936.000,119744.000,65274.000
1709721359.649,2938.000,119801.000,65290.000
1709721359.664,2942.000,119812.000,65265.000
1709721359.680,2948.000,119767.000,65302.000
1709721359.696,2946.000,119819.000,65287.000
1709721359.711,2952.000,119796.000,65300.000
1709721359.727,2946.000,119819.000,65287.000
1709721359.742,2950.000,119808.000,65282.000
1709721359.758,2942.000,119922.000,65311.000
1709721359.774,2949.000,119869.000,65288.000
1709721359.789,2947.000,119914.000,65296.000
1709721359.805,2947.000,119887.000,65308.000
1709721359.821,2943.000,119913.000,65311.000
1709721359.836,2948.000,119898.000,65338.000
1709721359.852,2946.000,119961.000,65338.000
1709721359.867,2950.000,119972.000,65327.000
1709721359.883,2952.000,120015.000,65349.000
1709721359.899,2953.000,120016.000,65363.000
1709721359.914,2955.000,119993.000,65342.000
1709721359.930,2948.000,120014.000,65362.000
1709721359.946,2951.000,120006.000,65358.000
1709721359.961,2950.000,120031.000,65325.000
1709721359.977,2945.000,119996.000,65328.000
1709721359.992,2940.000,120054.000,65314.000
1709721360.008,2945.000,119933.000,65307.000
1709721360.024,2942.000,119924.000,65290.000
1709721360.039,2943.000,119925.000,65300.000
1709721360.055,2943.000,119894.000,65285.000
1709721360.071,2944.000,119876.000,65315.000
1709721360.086,2939.000,119914.000,65285.000
1709721360.102,2942.000,119870.000,65302.000
1709721360.117,2937.000,119913.000,65300.000
1709721360.133,2942.000,119822.000,65290.000
1709721360.149,2939.000,119795.000,65290.000
1709721360.164,2941.000,119757.000,65273.000
1709721360.180,2940.000,119782.000,65265.000
1709721360.196,2944.000,119794.000,65290.000
1709721360.211,2940.000,119805.000,65282.000
1709721360.227,2939.000,119775.000,65310.000
1709721360.242,2944.000,119763.000,65259.000
1709721360.258,2942.000,119764.000,65265.000
1709721360.274,2942.000,119838.000,65246.000
1709721360.289,2943.000,119866.000,65297.000
1709721360.305,2941.000,119794.000,65280.000
1709721360.321,2943.000,119856.000,65289.000
1709721360.336,2944.000,119819.000,65263.000
1709721360.352,2938.000,119809.000,65269.000
1709721360.367,2947.000,119882.000,65275.000
1709721360.383,2947.000,119867.000,65273.000
1709721360.399,2948.000,119870.000,65251.000
1709721360.414,2946.000,119846.000,65250.000
1709721360.430,2944.000,119818.000,65253.000
1709721360.446,2948.000,119828.000,65264.000
1709721360.461,2947.000,119905.000,65246.000
1709721360.477,2947.000,119858.000,65278.000
1709721360.492,2944.000,119958.000,65290.000
1709721360.508,2957.000,119876.000,65287.000
1709721360.524,2951.000,119915.000,65281.000
1709721360.539,2955.000,119952.000,65294.000
1709721360.555,2952.000,119930.000,65276.000
1709721360.571,2955.000,119994.000,65290.000
1709721360.586,2950.000,120032.000,65291.000
1709721360.602,2952.000,119986.000,65291.000
1709721360.617,2953.000,120028.000,65313.000
1709721360.633,2958.000,119950.000,65322.000
1709721360.649,2956.000,119988.000,65319.000
1709721360.664,2961.000,120035.000,65318.000
1709721360.680,2962.000,120066.000,65322.000
1709721360.696,2964.000,120044.000,65325.000
1709721360.711,2965.000,120093.000,65349.000
1709721360.727,2964.000,120098.000,65340.000
1709721360.742,2967.000,120119.000,65341.000
1709721360.758,2966.000,120069.000,65369.000
1709721360.774,2973.000,120171.000,65347.000
1709721360.789,2972.000,120159.000,65364.000
1709721360.805,2973.000,120127.000,65381.000
1709721360.821,2971.000,120201.000,65374.000
1709721360.836,2971.000,120191.000,65382.000
1709721360.852,2979.000,120199.000,65404.000
1709721360.867,2976.000,120247.000,65411.000
1709721360.883,2975.000,120262.000,65399.000
1709721360.899,2977.000,120228.000,65415.000
1709721360.914,2970.000,120260.000,65407.000
1709721360.930,2973.000,120244.000,65390.000
1709721360.946,2969.000,120175.000,65381.000
1709721360.961,2969.000,120220.000,65392.000
1709721360.977,2967.000,120166.000,65359.000
1709721360.992,2972.000,120110.000,65377.000
1709721361.008,2969.000,120049.000,65361.000
1709721361.024,2963.000,120100.000,65358.000
1709721361.039,2972.000,120076.000,65371.000
1709721361.055,2965.000,120100.000,65375.000
1709721361.071,2968.000,120098.000,65381.000
1709721361.086,2970.000,120044.000,65371.000
1709721361.102,2967.000,120009.000,65361.000
1709721361.117,2964.000,120031.000,65394.000
1709721361.133,2969.000,120038.000,65329.000
1709721361.149,2970.000,120140.000,65383.000
1709721361.164,2970.000,120069.000,65379.000
1709721361.180,2974.000,119996.000,65337.000
1709721361.196,2961.000,120080.000,65385.000
1709721361.211,2972.000,120039.000,65371.000
1709721361.227,2966.000,120088.000,65375.000
1709721361.242,2969.000,119955.000,65389.000
1709721361.258,2972.000,120036.000,65376.000
1709721361.274,2968.000,120061.000,65372.000
1709721361.289,2972.000,119977.000,65374.000
1709721361.305,2969.000,120050.000,65360.000
1709721361.321,2965.000,120072.000,65376.000
1709721361.336,2967.000,120063.000,65360.000
1709721361.352,2964.000,120033.000,65364.000
1709721361.367,2967.000,120086.000,65378.000
1709721361.383,2970.000,120050.000,65329.000
1709721361.399,2972.000,120075.000,65388.000
1709721361.414,2967.000,120056.000,65405.000
1709721361.430,2976.000,120058.000,65379.000
1709721361.446,2972.000,120087.000,65360.000
1709721361.461,2984.000,120021.000,65402.000
1709721361.477,2974.000,120071.000,65349.000
1709721361.492,2975.000,120089.000,65369.000
1709721361.508,2970.000,120112.000,65375.000
1709721361.524,2978.000,120112.000,65363.000
1709721361.539,2972.000,120102.000,65382.000
1709721361.555,2967.000,120186.000,65383.000
1709721361.571,2969.000,120097.000,65424.000
1709721361.586,2971.000,120148.000,65423.000
1709721361.602,2980.000,120132.000,65413.000
1709721361.617,2976.000,120212.000,65455.000
1709721361.633,2976.000,120165.000,65438.000
1709721361.649,2980.000,120186.000,65413.000
1709721361.664,2982.000,120233.000,65423.000
1709721361.680,2974.000,120217.000,65440.000
1709721361.696,2981.000,120237.000,65456.000
1709721361.711,2980.000,120222.000,65444.000
1709721361.727,2982.000,120266.000,65488.000
1709721361.742,2985.000,120234.000,65486.000
1709721361.758,2983.000,120300.000,65468.000
1709721361.774,2986.000,120297.000,65498.000
1709721361.789,2993.000,120308.000,65506.000
1709721361.805,2994.000,120351.000,65517.000
1709721361.821,2985.000,120370.000,65515.000
1709721361.836,2991.000,120292.000,65503.000
1709721361.852,2987.000,120343.000,65517.000
1709721361.867,2984.000,120339.000,65502.000
1709721361.883,2986.000,120289.000,65512.000
1709721361.899,2981.000,120248.000,65485.000
1709721361.914,2988.000,120223.000,65484.000
1709721361.930,2988.000,120205.000,65488.000
1709721361.946,2985.000,120212.000,65474.000
1709721361.961,2981.000,120198.000,65473.000
1709721361.977,2982.000,120224.000,65473.000
1709721361.992,2987.000,120198.000,65462.000
1709721362.008,2983.000,120162.000,65467.000
1709721362.024,2990.000,120178.000,65479.000
1709721362.039,2979.000,120141.000,65457.000
1709721362.055,2985.000,120157.000,65451.000
1709721362.071,2983.000,120146.000,65457.000
1709721362.086,2986.000,120154.000,65454.000
1709721362.102,2987.000,120135.000,65477.000
1709721362.117,2984.000,120155.000,65467.000
1709721362.133,2980.000,120123.000,65443.000
1709721362.149,2984.000,120144.000,65445.000
1709721362.164,2985.000,120176.000,65465.000
1709721362.180,2988.000,120139.000,65477.000
1709721362.196,2981.000,120134.000,65457.000
1709721362.211,2985.000,120122.000,65452.000
1709721362.227,2982.000,120104.000,65446.000
1709721362.242,2980.000,120132.000,65444.000
1709721362.258,2984.000,120119.000,65432.000
1709721362.274,2981.000,120214.000,65441.000
1709721362.289,2986.000,120113.000,65447.000
1709721362.305,2983.000,120079.000,65454.000
1709721362.321,2978.000,120197.000,65454.000
1709721362.336,2983.000,120197.000,65441.000
1709721362.352,2986.000,120167.000,65474.000
1709721362.367,2983.000,120153.000,65463.000
1709721362.383,2986.000,120150.000,65446.000
1709721362.399,2986.000,120172.000,65432.000
1709721362.414,2986.000,120183.000,65440.000
1709721362.430,2988.000,120210.000,65488.000
1709721362.446,2986.000,120193.000,65466.000
1709721362.461,2989.000,120206.000,65448.000
1709721362.477,2990.000,120214.000,65465.000
1709721362.492,2992.000,120241.000,65460.000
1709721362.508,2989.000,120274.000,65486.000
1709721362.524,2993.000,120282.000,65505.000
1709721362.539,2999.000,120251.000,65485.000
1709721362.555,2995.000,120188.000,65509.000
1709721362.571,3004.000,120304.000,65495.000
1709721362.586,3006.000,120271.000,65498.000
1709721362.602,3010.000,120301.000,65505.000
1709721362.617,3002.000,120311.000,65514.000
1709721362.633,3006.000,120303.000,65512.000
1709721362.649,3004.000,120308.000,65499.000
1709721362.664,3006.000,120385.000,65557.000
1709721362.680,3009.000,120324.000,65537.000
1709721362.696,3010.000,120324.000,65568.000
1709721362.711,3009.000,120387.000,65536.000
1709721362.727,3006.000,120400.000,65522.000
1709721362.742,3004.000,120443.000,65563.000
1709721362.758,3011.000,120297.000,65529.000
1709721362.774,3004.000,120260.000,65533.000
1709721362.789,3010.000,120364.000,65561.000
1709721362.805,3005.000,120307.000,65525.000
1709721362.821,3001.000,120254.000,65511.000
1709721362.836,3004.000,120222.000,65522.000
1709721362.852,3000.000,120221.000,65507.000
1709721362.867,3001.000,120177.000,65493.000
1709721362.883,3000.000,120200.000,65508.000
1709721362.899,3005.000,120198.000,65509.000
1709721362.914,3000.000,120197.000,65504.000
1709721362.930,3001.000,120176.000,65475.000
1709721362.946,3009.000,120200.000,65521.000
1709721362.961,3003.000,120183.000,65538.000
1709721362.977,2997.000,120197.000,65530.000
1709721362.992,3012.000,120115.000,65513.000
1709721363.008,3002.000,120162.000,65507.000
1709721363.024,3006.000,120135.000,65515.000
1709721363.039,3008.000,120175.000,65494.000
1709721363.055,3009.000,120189.000,65533.000
1709721363.071,2998.000,120146.000,65494.000
1709721363.086,3002.000,120164.000,65540.000
1709721363.102,3001.000,120185.000,65527.000
1709721363.117,3006.000,120151.000,65544.000
1709721363.133,3013.000,120084.000,65555.000
1709721363.149,3010.000,120145.000,65534.000
1709721363.164,3009.000,120135.000,65533.000
1709721363.180,3003.000,120182.000,65571.000
1709721363.196,3007.000,120174.000,65517.000
1709721363.211,3006.000,120175.000,65557.000
1709721363.227,3008.000,120166.000,65544.000
1709721363.242,3009.000,120186.000,65518.000
1709721363.258,3014.000,120173.000,65518.000
1709721363.274,3015.000,120269.000,65529.000
1709721363.289,3010.000,120181.000,65556.000
1709721363.305,3015.000,120221.000,65552.000
1709721363.321,3013.000,120219.000,65536.000
1709721363.336,3017.000,120290.000,65557.000
1709721363.352,3018.000,120202.000,65540.000
1709721363.367,3022.000,120222.000,65508.000
1709721363.383,3019.000,120239.000,65533.000
1709721363.399,3021.000,120294.000,65555.000
1709721363.414,3018.000,120294.000,65560.000
1709721363.430,3027.000,120288.000,65572.000
1709721363.446,3023.000,120299.000,65542.000
1709721363.461,3029.000,120271.000,65560.000
1709721363.477,3029.000,120310.000,65559.000
1709721363.492,3032.000,120289.000,65600.000
1709721363.508,3033.000,120365.000,65610.000
1709721363.524,3030.000,120367.000,65589.000
1709721363.539,3037.000,120379.000,65625.000
1709721363.555,3030.000,120291.000,65620.000
1709721363.571,3032.000,120325.000,65608.000
1709721363.586,3026.000,120282.000,65599.000
1709721363.602,3026.000,120288.000,65609.000
1709721363.617,3027.000,120215.000,65578.000
1709721363.633,3025.000,120192.000,65561.000
1709721363.649,3022.000,120190.000,65549.000
1709721363.664,3017.000,120203.000,65559.000
1709721363.680,3019.000,120123.000,65519.000
1709721363.696,3021.000,120140.000,65552.000
1709721363.711,3024.000,120061.000,65544.000
1709721363.727,3018.000,120152.000,65543.000
1709721363.742,3021.000,120072.000,65537.000
1709721363.758,3014.000,120057.000,65552.000
1709721363.774,3023.000,120036.000,65538.000
1709721363.789,3017.000,120065.000,65523.000
1709721363.805,3016.000,120101.000,65527.000
1709721363.821,3022.000,120029.000,65546.000
1709721363.836,3020.000,120017.000,65527.000
1709721363.852,3022.000,120047.000,65519.000
1709721363.867,3018.000,119962.000,65534.000
1709721363.883,3013.000,120004.000,65533.000
1709721363.899,3011.000,119992.000,65522.000
1709721363.914,3015.000,119989.000,65487.000
1709721363.930,3018.000,119915.000,65492.000
1709721363.946,3018.000,119982.000,65506.000
1709721363.961,3013.000,119981.000,65504.000
1709721363.977,3012.000,119998.000,65509.000
1709721363.992,3024.000,119987.000,65492.000
1709721364.008,3022.000,120037.000,65520.000
1709721364.024,3018.000,120064.000,65496.000
1709721364.039,3025.000,119998.000,65462.000
1709721364.055,3021.000,119941.000,65492.000
1709721364.071,3019.000,120058.000,65476.000
1709721364.086,3019.000,120001.000,65463.000
1709721364.102,3016.000,120070.000,65469.000
1709721364.117,3014.000,120043.000,65469.000
1709721364.133,3008.000,120084.000,65472.000
1709721364.149,3011.000,120084.000,65456.000
1709721364.164,3021.000,120020.000,65452.000
1709721364.180,3012.000,120070.000,65455.000
1709721364.196,3015.000,120083.000,65473.000
1709721364.211,3016.000,120076.000,65505.000
1709721364.227,3018.000,120067.000,65486.000
1709721364.242,3019.000,120078.000,65494.000
1709721364.258,3019.000,120170.000,65519.000
1709721364.274,3027.000,120103.000,65528.000
1709721364.289,3020.000,120121.000,65499.000
1709721364.305,3025.000,120171.000,65531.000
1709721364.321,3026.000,120134.000,65547.000
1709721364.336,3026.000,120218.000,65529.000
1709721364.352,3029.000,120237.000,65540.000
1709721364.367,3031.000,120232.000,65592.000
1709721364.383,3023.000,120149.000,65569.000
1709721364.399,3027.000,120253.000,65534.000
1709721364.414,3031.000,120125.000,65573.000
1709721364.430,3026.000,120114.000,65522.000
1709721364.446,3024.000,120103.000,65484.000
1709721364.461,3016.000,120037.000,65494.000
1709721364.477,3020.000,119944.000,65486.000
1709721364.492,3013.000,119969.000,65474.000
1709721364.508,3013.000,120023.000,65440.000
1709721364.524,3013.000,119901.000,65440.000
1709721364.539,3013.000,119866.000,65454.000
1709721364.555,3008.000,119838.000,65434.000
1709721364.571,3013.000,119764.000,65422.000
1709721364.586,3013.000,119741.000,65427.000
1709721364.602,3013.000,119765.000,65421.000
1709721364.617,3014.000,119674.000,65424.000
1709721364.633,3010.000,119758.000,65418.000
1709721364.649,3014.000,119695.000,65402.000
1709721364.664,3017.000,119716.000,65365.000
1709721364.680,3015.000,119772.000,65409.000
1709721364.696,3004.000,119706.000,65395.000
1709721364.711,3009.000,119754.000,65402.000
1709721364.727,3011.000,119596.000,65386.000
1709721364.742,3004.000,119746.000,65370.000
1709721364.758,3006.000,119659.000,65400.000
1709721364.774,2995.000,119674.000,65378.000
1709721364.789,2993.000,119694.000,65389.000
1709721364.805,2987.000,119691.000,65360.000
1709721364.821,2986.000,119627.000,65370.000
1709721364.836,2986.000,119709.000,65377.000
1709721364.852,2985.000,119666.000,65393.000
1709721364.867,2985.000,119724.000,65417.000
1709721364.883,2982.000,119740.000,65393.000
1709721364.899,2993.000,119770.000,65403.000
1709721364.914,2998.000,119729.000,65418.000
1709721364.930,2986.000,119770.000,65404.000
1709721364.946,3000.000,119688.000,65411.000
1709721364.961,2995.000,119788.000,65426.000
1709721364.977,2999.000,119771.000,65426.000
1709721364.992,2997.000,119800.000,65411.000
1709721365.008,2997.000,119865.000,65446.000
1709721365.024,2998.000,119782.000,65430.000
1709721365.039,2993.000,119828.000,65441.000
1709721365.055,2998.000,119820.000,65443.000
1709721365.071,3002.000,119802.000,65462.000
1709721365.086,2992.000,119852.000,65487.000
1709721365.102,3000.000,119915.000,65474.000
1709721365.117,3005.000,119890.000,65505.000
1709721365.133,3008.000,119865.000,65458.000
1709721365.149,3011.000,119973.000,65484.000
1709721365.164,3011.000,119945.000,65458.000
