timestamps,PPG1,PPG2,PPG3
1709721365.180,3010.000,119940.000,65461.000
1709721365.196,3011.000,119991.000,65472.000
1709721365.211,3013.000,119987.000,65475.000
1709721365.227,3016.000,120044.000,65529.000
1709721365.242,3018.000,119934.000,65452.000
1709721365.258,3014.000,119983.000,65484.000
1709721365.274,3016.000,119943.000,65488.000
1709721365.289,3017.000,119889.000,65437.000
1709721365.305,3006.000,119838.000,65469.000
1709721365.321,3007.000,119850.000,65456.000
1709721365.336,3003.000,119761.000,65447.000
1709721365.352,3004.000,119727.000,65436.000
1709721365.367,3011.000,119719.000,65420.000
1709721365.383,3009.000,119744.000,65400.000
1709721365.399,3006.000,119691.000,65421.000
1709721365.414,3000.000,119700.000,65384.000
1709721365.430,3006.000,119654.000,65409.000
1709721365.446,2996.000,119621.000,65397.000
1709721365.461,2996.000,119544.000,65407.000
1709721365.477,2999.000,119607.000,65376.000
1709721365.492,3001.000,119628.000,65370.000
1709721365.508,3007.000,119611.000,65355.000
1709721365.524,3002.000,119553.000,65363.000
1709721365.539,2998.000,119582.000,65357.000
1709721365.555,3006.000,119567.000,65344.000
1709721365.571,2999.000,119504.000,65334.000
1709721365.586,3000.000,119568.000,65336.000
1709721365.602,2999.000,119589.000,65346.000
1709721365.617,3000.000,119530.000,65344.000
1709721365.633,3000.000,119545.000,65340.000
1709721365.649,3004.000,119520.000,65314.000
1709721365.664,2999.000,119567.000,65329.000
1709721365.680,2998.000,119573.000,65338.000
1709721365.696,3003.000,119505.000,65314.000
1709721365.711,3001.000,119505.000,65313.000
1709721365.727,3004.000,119529.000,65279.000
1709721365.742,2999.000,119549.000,65300.000
1709721365.758,3003.000,119580.000,65289.000
1709721365.774,3002.000,119646.000,65303.000
1709721365.789,3005.000,119583.000,65290.000
1709721365.805,3000.000,119550.000,65284.000
1709721365.821,3009.000,119598.000,65284.000
1709721365.836,3011.000,119563.000,65270.000
1709721365.852,3010.000,119672.000,65274.000
1709721365.867,3011.000,119628.000,65284.000
1709721365.883,3009.000,119583.000,65293.000
1709721365.899,3007.000,119583.000,65298.000
1709721365.914,3009.000,119644.000,65282.000
1709721365.930,3011.000,119654.000,65306.000
1709721365.946,3010.000,119676.000,65282.000
1709721365.961,3011.000,119730.000,65254.000
1709721365.977,3018.000,119690.000,65304.000
1709721365.992,3019.000,119725.000,65308.000
1709721366.008,3017.000,119731.000,65311.000
1709721366.024,3021.000,119793.000,65306.000
1709721366.039,3025.000,119785.000,65332.000
1709721366.055,3023.000,119806.000,65340.000
1709721366.071,3025.000,119774.000,65306.000
1709721366.086,3024.000,119833.000,65322.000
1709721366.102,3027.000,119823.000,65340.000
1709721366.117,3032.000,119845.000,65337.000
1709721366.133,3023.000,119868.000,65360.000
1709721366.149,3027.000,119868.000,65325.000
1709721366.164,3026.000,119805.000,65332.000
1709721366.180,3018.000,119800.000,65313.000
1709721366.196,3022.000,119715.000,65304.000
1709721366.211,3023.000,119720.000,65275.000
1709721366.227,3018.000,119705.000,65299.000
1709721366.242,3015.000,119624.000,65307.000
1709721366.258,3011.000,119653.000,65299.000
1709721366.274,3019.000,119576.000,65248.000
1709721366.289,3013.000,119632.000,65280.000
1709721366.305,3019.000,119576.000,65254.000
1709721366.321,3018.000,119549.000,65242.000
1709721366.336,3014.000,119546.000,65275.000
1709721366.352,3011.000,119603.000,65247.000
1709721366.367,3010.000,119595.000,65258.000
1709721366.383,3015.000,119550.000,65252.000
1709721366.399,3015.000,119566.000,65242.000
1709721366.414,3022.000,119517.000,65248.000
1709721366.430,3014.000,119538.000,65223.000
1709721366.446,3017.000,119552.000,65208.000
1709721366.461,3012.000,119563.000,65223.000
1709721366.477,3011.000,119571.000,65250.000
1709721366.492,3015.000,119548.000,65233.000
1709721366.508,3016.000,119505.000,65216.000
1709721366.524,3016.000,119516.000,65236.000
1709721366.539,3009.000,119521.000,65219.000
1709721366.555,3015.000,119491.000,65220.000
1709721366.571,3016.000,119501.000,65214.000
1709721366.586,3021.000,119491.000,65202.000
1709721366.602,3020.000,119553.000,65213.000
1709721366.617,3021.000,119511.000,65234.000
1709721366.633,3022.000,119527.000,65194.000
1709721366.649,3019.000,119601.000,65207.000
1709721366.664,3015.000,119578.000,65196.000
1709721366.680,3018.000,119636.000,65199.000
1709721366.696,3021.000,119567.000,65183.000
1709721366.711,3026.000,119672.000,65186.000
1709721366.727,3025.000,119646.000,65210.000
1709721366.742,3025.000,119642.000,65241.000
1709721366.758,3024.000,119656.000,65232.000
1709721366.774,3026.000,119665.000,65204.000
1709721366.789,3033.000,119678.000,65198.000
1709721366.805,3028.000,119743.000,65235.000
1709721366.821,3033.000,119721.000,65222.000
1709721366.836,3034.000,119733.000,65253.000
1709721366.852,3034.000,119753.000,65255.000
1709721366.867,3039.000,119730.000,65251.000
1709721366.883,3036.000,119768.000,65277.000
1709721366.899,3041.000,119695.000,65254.000
1709721366.914,3041.000,119834.000,65282.000
1709721366.930,3039.000,119786.000,65257.000
1709721366.946,3043.000,119843.000,65293.000
1709721366.961,3039.000,119864.000,65286.000
1709721366.977,3050.000,119876.000,65311.000
1709721366.992,3045.000,119861.000,65307.000
1709721367.008,3052.000,119850.000,65294.000
1709721367.024,3049.000,119922.000,65320.000
1709721367.039,3045.000,119943.000,65303.000
1709721367.055,3050.000,119911.000,65306.000
1709721367.071,3046.000,119850.000,65282.000
1709721367.086,3045.000,119877.000,65284.000
1709721367.102,3042.000,119869.000,65280.000
1709721367.117,3046.000,119795.000,65287.000
1709721367.133,3040.000,119797.000,65269.000
1709721367.149,3039.000,119726.000,65268.000
1709721367.164,3043.000,119785.000,65241.000
1709721367.180,3036.000,119715.000,65241.000
1709721367.196,3039.000,119744.000,65236.000
1709721367.211,3045.000,119750.000,65253.000
1709721367.227,3038.000,119721.000,65239.000
1709721367.242,3036.000,119702.000,65243.000
1709721367.258,3040.000,119682.000,65240.000
1709721367.274,3046.000,119701.000,65248.000
1709721367.289,3042.000,119624.000,65229.000
1709721367.305,3045.000,119654.000,65238.000
1709721367.321,3044.000,119667.000,65232.000
1709721367.336,3039.000,119716.000,65250.000
1709721367.352,3043.000,119687.000,65238.000
1709721367.367,3040.000,119683.000,65242.000
1709721367.383,3052.000,119573.000,65267.000
1709721367.399,3040.000,119679.000,65222.000
1709721367.414,3047.000,119679.000,65215.000
1709721367.430,3050.000,119676.000,65247.000
1709721367.446,3045.000,119613.000,65252.000
1709721367.461,3046.000,119666.000,65244.000
1709721367.477,3052.000,119640.000,65241.000
1709721367.492,3047.000,119695.000,65231.000
1709721367.508,3047.000,119636.000,65253.000
1709721367.524,3046.000,119785.000,65234.000
1709721367.539,3050.000,119658.000,65218.000
1709721367.555,3044.000,119720.000,65245.000
1709721367.571,3050.000,119751.000,65248.000
1709721367.586,3048.000,119723.000,65250.000
1709721367.602,3058.000,119757.000,65238.000
1709721367.617,3054.000,119710.000,65231.000
1709721367.633,3054.000,119730.000,65278.000
1709721367.649,3058.000,119715.000,65275.000
1709721367.664,3057.000,119698.000,65269.000
1709721367.680,3060.000,119779.000,65258.000
1709721367.696,3058.000,119831.000,65273.000
1709721367.711,3058.000,119915.000,65276.000
1709721367.727,3063.000,119859.000,65258.000
1709721367.742,3059.000,119857.000,65309.000
1709721367.758,3064.000,119958.000,65303.000
1709721367.774,3064.000,119852.000,65303.000
1709721367.789,3070.000,119883.000,65294.000
1709721367.805,3069.000,119868.000,65296.000
1709721367.821,3071.000,119989.000,65304.000
1709721367.836,3076.000,119946.000,65306.000
1709721367.852,3071.000,119999.000,65325.000
1709721367.867,3079.000,119953.000,65344.000
1709721367.883,3076.000,119987.000,65350.000
1709721367.899,3082.000,119993.000,65360.000
1709721367.914,3075.000,120033.000,65385.000
1709721367.930,3082.000,120079.000,65348.000
1709721367.946,3082.000,120082.000,65360.000
1709721367.961,3087.000,120075.000,65362.000
1709721367.977,3081.000,120091.000,65362.000
1709721367.992,3088.000,120062.000,65369.000
1709721368.008,3084.000,120073.000,65377.000
1709721368.024,3077.000,120042.000,65346.000
1709721368.039,3083.000,119948.000,65298.000
1709721368.055,3084.000,119981.000,65317.000
1709721368.071,3076.000,119915.000,65301.000
1709721368.086,3078.000,119884.000,65303.000
1709721368.102,3074.000,119866.000,65319.000
1709721368.117,3073.000,119904.000,65281.000
1709721368.133,3073.000,119833.000,65278.000
1709721368.149,3070.000,119823.000,65315.000
1709721368.164,3069.000,119824.000,65299.000
1709721368.180,3075.000,119808.000,65307.000
1709721368.196,3074.000,119782.000,65291.000
1709721368.211,3074.000,119842.000,65321.000
1709721368.227,3072.000,119829.000,65313.000
1709721368.242,3076.000,119830.000,65311.000
1709721368.258,3071.000,119869.000,65325.000
1709721368.274,3070.000,119867.000,65305.000
1709721368.289,3072.000,119849.000,65319.000
1709721368.305,3077.000,119872.000,65328.000
1709721368.321,3071.000,119770.000,65304.000
1709721368.336,3076.000,119861.000,65337.000
1709721368.352,3082.000,119819.000,65306.000
1709721368.367,3077.000,119830.000,65316.000
1709721368.383,3079.000,119844.000,65306.000
1709721368.399,3075.000,119842.000,65329.000
1709721368.414,3082.000,119829.000,65311.000
1709721368.430,3079.000,119848.000,65296.000
1709721368.446,3082.000,119854.000,65323.000
1709721368.461,3085.000,119840.000,65357.000
1709721368.477,3082.000,119832.000,65330.000
1709721368.492,3086.000,119843.000,65295.000
1709721368.508,3083.000,119819.000,65291.000
1709721368.524,3083.000,119885.000,65312.000
1709721368.539,3086.000,119922.000,65307.000
1709721368.555,3082.000,119921.000,65347.000
1709721368.571,3086.000,119899.000,65345.000
1709721368.586,3087.000,119962.000,65320.000
1709721368.602,3092.000,119877.000,65323.000
1709721368.617,3092.000,119944.000,65347.000
1709721368.633,3092.000,119902.000,65345.000
1709721368.649,3089.000,119970.000,65363.000
1709721368.664,3086.000,120007.000,65386.000
1709721368.680,3096.000,119972.000,65368.000
1709721368.696,3094.000,119935.000,65362.000
1709721368.711,3101.000,120014.000,65388.000
1709721368.727,3095.000,120009.000,65384.000
1709721368.742,3097.000,120061.000,65406.000
1709721368.758,3105.000,119985.000,65375.000
1709721368.774,3106.000,120050.000,65405.000
1709721368.789,3107.000,120051.000,65406.000
1709721368.805,3109.000,120173.000,65393.000
1709721368.821,3112.000,120080.000,65399.000
1709721368.836,3112.000,120135.000,65441.000
1709721368.852,3119.000,120089.000,65414.000
1709721368.867,3111.000,120119.000,65398.000
1709721368.883,3116.000,120142.000,65409.000
1709721368.899,3121.000,120135.000,65441.000
1709721368.914,3115.000,120219.000,65442.000
1709721368.930,3115.000,120102.000,65448.000
1709721368.946,3117.000,120185.000,65463.000
1709721368.961,3111.000,120150.000,65443.000
1709721368.977,3115.000,120064.000,65461.000
1709721368.992,3105.000,120150.000,65456.000
1709721369.008,3104.000,120117.000,65434.000
1709721369.024,3109.000,120066.000,65413.000
1709721369.039,3101.000,119988.000,65421.000
1709721369.055,3106.000,120058.000,65416.000
1709721369.071,3109.000,120064.000,65410.000
1709721369.086,3103.000,120079.000,65441.000
1709721369.102,3104.000,119951.000,65431.000
1709721369.117,3107.000,120033.000,65403.000
1709721369.133,3112.000,119945.000,65391.000
1709721369.149,3108.000,119963.000,65383.000
1709721369.164,3110.000,120001.000,65415.000
1709721369.180,3108.000,120019.000,65385.000
1709721369.196,3109.000,119943.000,65387.000
1709721369.211,3112.000,119895.000,65416.000
1709721369.227,3110.000,120016.000,65403.000
1709721369.242,3109.000,120029.000,65411.000
1709721369.258,3114.000,120045.000,65448.000
1709721369.274,3113.000,119922.000,65418.000
1709721369.289,3111.000,119960.000,65408.000
1709721369.305,3111.000,119967.000,65386.000
1709721369.321,3112.000,119988.000,65448.000
1709721369.336,3115.000,119952.000,65416.000
1709721369.352,3118.000,119928.000,65406.000
1709721369.367,3116.000,119960.000,65393.000
1709721369.383,3115.000,119956.000,65406.000
1709721369.399,3116.000,119940.000,65404.000
1709721369.414,3119.000,119966.000,65405.000
1709721369.430,3117.000,119964.000,65407.000
1709721369.446,3121.000,120002.000,65375.000
1709721369.461,3119.000,120023.000,65404.000
1709721369.477,3119.000,119971.000,65397.000
1709721369.492,3119.000,120004.000,65407.000
1709721369.508,3124.000,120047.000,65435.000
1709721369.524,3118.000,120046.000,65399.000
1709721369.539,3119.000,120051.000,65456.000
1709721369.555,3122.000,120059.000,65442.000
1709721369.571,3123.000,120057.000,65437.000
1709721369.586,3122.000,120101.000,65430.000
1709721369.602,3127.000,120039.000,65430.000
1709721369.617,3129.000,120058.000,65478.000
1709721369.633,3132.000,120037.000,65458.000
1709721369.649,3129.000,120148.000,65449.000
1709721369.664,3130.000,120127.000,65471.000
1709721369.680,3133.000,120070.000,65498.000
1709721369.696,3132.000,120185.000,65468.000
1709721369.711,3128.000,120162.000,65459.000
1709721369.727,3139.000,120112.000,65488.000
1709721369.742,3134.000,120151.000,65491.000
1709721369.758,3136.000,120175.000,65515.000
1709721369.774,3142.000,120130.000,65510.000
1709721369.789,3133.000,120230.000,65494.000
1709721369.805,3136.000,120222.000,65512.000
1709721369.821,3133.000,120256.000,65522.000
1709721369.836,3135.000,120221.000,65526.000
1709721369.852,3136.000,120189.000,65519.000
1709721369.867,3130.000,120214.000,65466.000
1709721369.883,3134.000,120148.000,65516.000
1709721369.899,3131.000,120130.000,65483.000
1709721369.914,3125.000,120129.000,65514.000
1709721369.930,3119.000,120098.000,65494.000
1709721369.946,3119.000,120067.000,65492.000
1709721369.961,3120.000,120055.000,65509.000
1709721369.977,3128.000,120033.000,65482.000
1709721369.992,3117.000,119974.000,65493.000
1709721370.008,3127.000,120056.000,65482.000
1709721370.024,3118.000,120002.000,65468.000
1709721370.039,3119.000,120029.000,65491.000
1709721370.055,3117.000,120023.000,65483.000
1709721370.071,3115.000,120006.000,65540.000
1709721370.086,3112.000,120043.000,65498.000
1709721370.102,3111.000,120051.000,65473.000
1709721370.117,3121.000,119987.000,65499.000
1709721370.133,3106.000,120058.000,65481.000
1709721370.149,3108.000,120070.000,65471.000
1709721370.164,3101.000,120016.000,65460.000
1709721370.180,3105.000,119928.000,65462.000
1709721370.196,3111.000,120003.000,65477.000
1709721370.211,3107.000,120044.000,65475.000
1709721370.227,3103.000,120030.000,65430.000
1709721370.242,3104.000,120037.000,65466.000
1709721370.258,3108.000,119921.000,65443.000
1709721370.274,3104.000,119981.000,65414.000
1709721370.289,3106.000,120070.000,65450.000
1709721370.305,3105.000,120011.000,65439.000
1709721370.321,3108.000,119994.000,65459.000
1709721370.336,3107.000,119929.000,65440.000
1709721370.352,3103.000,119964.000,65448.000
1709721370.367,3109.000,119993.000,65419.000
1709721370.383,3107.000,120073.000,65432.000
1709721370.399,3106.000,120010.000,65425.000
1709721370.414,3104.000,120035.000,65467.000
1709721370.430,3101.000,120018.000,65436.000
1709721370.446,3109.000,119985.000,65446.000
1709721370.461,3107.000,120108.000,65473.000
1709721370.477,3100.000,120102.000,65477.000
1709721370.492,3106.000,120006.000,65449.000
1709721370.508,3103.000,120097.000,65447.000
1709721370.524,3101.000,120130.000,65465.000
1709721370.539,3112.000,120031.000,65444.000
1709721370.555,3105.000,120159.000,65473.000
1709721370.571,3111.000,120143.000,65471.000
1709721370.586,3107.000,120182.000,65463.000
1709721370.602,3111.000,120162.000,65487.000
1709721370.617,3114.000,120093.000,65484.000
1709721370.633,3122.000,120158.000,65505.000
1709721370.649,3115.000,120171.000,65507.000
1709721370.664,3110.000,120178.000,65465.000
1709721370.680,3111.000,120158.000,65495.000
1709721370.696,3109.000,120125.000,65473.000
1709721370.711,3104.000,120158.000,65484.000
1709721370.727,3112.000,120080.000,65451.000
1709721370.742,3108.000,120041.000,65432.000
1709721370.758,3111.000,120010.000,65416.000
1709721370.774,3100.000,120094.000,65415.000
1709721370.789,3103.000,120008.000,65433.000
1709721370.805,3102.000,119893.000,65440.000
1709721370.821,3103.000,119912.000,65438.000
1709721370.836,3105.000,119913.000,65418.000
1709721370.852,3106.000,119890.000,65408.000
1709721370.867,3107.000,119904.000,65427.000
1709721370.883,3106.000,119847.000,65437.000
1709721370.899,3111.000,119873.000,65433.000
1709721370.914,3114.000,119846.000,65416.000
1709721370.930,3110.000,119880.000,65415.000
1709721370.946,3105.000,119923.000,65437.000
1709721370.961,3105.000,119881.000,65432.000
1709721370.977,3113.000,119871.000,65403.000
1709721370.992,3112.000,119895.000,65421.000
1709721371.008,3121.000,119797.000,65401.000
1709721371.024,3113.000,119822.000,65405.000
1709721371.039,3107.000,119899.000,65396.000
1709721371.055,3107.000,119908.000,65415.000
1709721371.071,3114.000,119883.000,65391.000
1709721371.086,3106.000,119919.000,65396.000
1709721371.102,3117.000,119897.000,65416.000
1709721371.117,3108.000,119856.000,65410.000
1709721371.133,3117.000,119846.000,65427.000
1709721371.149,3118.000,119912.000,65402.000
1709721371.164,3117.000,119908.000,65439.000
1709721371.180,3119.000,119923.000,65380.000
1709721371.196,3126.000,119860.000,65417.000
1709721371.211,3121.000,119897.000,65445.000
1709721371.227,3124.000,119934.000,65406.000
1709721371.242,3127.000,119937.000,65428.000
1709721371.258,3126.000,119975.000,65412.000
1709721371.274,3129.000,119973.000,65406.000
1709721371.289,3131.000,119953.000,65422.000
1709721371.305,3135.000,119931.000,65439.000
1709721371.321,3134.000,119981.000,65429.000
1709721371.336,3131.000,120004.000,65422.000
1709721371.352,3141.000,120000.000,65436.000
1709721371.367,3145.000,120104.000,65455.000
1709721371.383,3136.000,120062.000,65429.000
1709721371.399,3143.000,119946.000,65469.000
1709721371.414,3144.000,120007.000,65449.000
1709721371.430,3147.000,120061.000,65484.000
1709721371.446,3147.000,120110.000,65480.000
1709721371.461,3147.000,120118.000,65461.000
1709721371.477,3147.000,120106.000,65532.000
1709721371.492,3146.000,120084.000,65471.000
1709721371.508,3147.000,120033.000,65479.000
1709721371.524,3143.000,119977.000,65486.000
1709721371.539,3136.000,119973.000,65484.000
1709721371.555,3137.000,120010.000,65436.000
1709721371.571,3145.000,119855.000,65428.000
1709721371.586,3134.000,119791.000,65435.000
1709721371.602,3133.000,119846.000,65447.000
1709721371.617,3135.000,119792.000,65424.000
1709721371.633,3132.000,119780.000,65412.000
1709721371.649,3127.000,119795.000,65411.000
1709721371.664,3135.000,119768.000,65412.000
1709721371.680,3128.000,119708.000,65399.000
1709721371.696,3126.000,119705.000,65369.000
1709721371.711,3127.000,119680.000,65404.000
1709721371.727,3128.000,119693.000,65380.000
1709721371.742,3126.000,119643.000,65373.000
1709721371.758,3125.000,119697.000,65354.000
1709721371.774,3125.000,119688.000,65371.000
1709721371.789,3130.000,119616.000,65374.000
1709721371.805,3132.000,119604.000,65367.000
1709721371.821,3126.000,119599.000,65352.000
1709721371.836,3127.000,119657.000,65360.000
1709721371.852,3127.000,119557.000,65365.000
1709721371.867,3126.000,119562.000,65341.000
1709721371.883,3127.000,119634.000,65362.000
1709721371.899,3124.000,119600.000,65341.000
1709721371.914,3128.000,119594.000,65358.000
1709721371.930,3124.000,119643.000,65332.000
1709721371.946,3131.000,119595.000,65358.000
1709721371.961,3125.000,119588.000,65339.000
1709721371.977,3125.000,119688.000,65363.000
1709721371.992,3132.000,119699.000,65324.000
1709721372.008,3121.000,119662.000,65328.000
1709721372.024,3127.000,119639.000,65329.000
1709721372.039,3129.000,119654.000,65372.000
1709721372.055,3130.000,119676.000,65333.000
1709721372.071,3136.000,119649.000,65365.000
1709721372.086,3130.000,119707.000,65343.000
1709721372.102,3142.000,119733.000,65352.000
1709721372.117,3129.000,119742.000,65374.000
1709721372.133,3131.000,119764.000,65364.000
1709721372.149,3134.000,119656.000,65345.000
1709721372.164,3131.000,119760.000,65354.000
1709721372.180,3134.000,119742.000,65394.000
1709721372.196,3131.000,119832.000,65360.000
1709721372.211,3131.000,119809.000,65358.000
1709721372.227,3127.000,119848.000,65400.000
1709721372.242,3133.000,119779.000,65368.000
1709721372.258,3130.000,119897.000,65361.000
1709721372.274,3134.000,119826.000,65373.000
1709721372.289,3137.000,119839.000,65382.000
1709721372.305,3140.000,119834.000,65390.000
1709721372.321,3140.000,119878.000,65373.000
1709721372.336,3137.000,119871.000,65394.000
1709721372.352,3139.000,119820.000,65362.000
1709721372.367,3138.000,119778.000,65374.000
1709721372.383,3133.000,119769.000,65388.000
1709721372.399,3128.000,119777.000,65362.000
1709721372.414,3127.000,119691.000,65339.000
1709721372.430,3120.000,119703.000,65320.000
1709721372.446,3128.000,119625.000,65335.000
1709721372.461,3120.000,119653.000,65309.000
1709721372.477,3123.000,119637.000,65326.000
1709721372.492,3121.000,119551.000,65306.000
1709721372.508,3114.000,119555.000,65291.000
1709721372.524,3119.000,119481.000,65253.000
1709721372.539,3113.000,119485.000,65250.000
1709721372.555,3116.000,119388.000,65252.000
1709721372.571,3104.000,119374.000,65257.000
1709721372.586,3106.000,119448.000,65279.000
1709721372.602,3107.000,119330.000,65227.000
1709721372.617,3105.000,119371.000,65226.000
1709721372.633,3110.000,119349.000,65249.000
1709721372.649,3108.000,119422.000,65257.000
1709721372.664,3104.000,119342.000,65232.000
1709721372.680,3107.000,119330.000,65238.000
1709721372.696,3106.000,119322.000,65239.000
1709721372.711,3106.000,119292.000,65213.000
1709721372.727,3105.000,119244.000,65219.000
1709721372.742,3107.000,119300.000,65248.000
1709721372.758,3102.000,119316.000,65186.000
1709721372.774,3098.000,119374.000,65200.000
1709721372.789,3099.000,119366.000,65209.000
1709721372.805,3103.000,119330.000,65205.000
1709721372.821,3098.000,119356.000,65195.000
1709721372.836,3104.000,119311.000,65227.000
1709721372.852,3107.000,119339.000,65210.000
1709721372.867,3106.000,119309.000,65192.000
1709721372.883,3107.000,119305.000,65210.000
1709721372.899,3104.000,119406.000,65222.000
1709721372.914,3102.000,119378.000,65198.000
1709721372.930,3107.000,119343.000,65189.000
1709721372.946,3108.000,119383.000,65219.000
1709721372.961,3099.000,119483.000,65234.000
1709721372.977,3107.000,119364.000,65200.000
1709721372.992,3105.000,119462.000,65200.000
1709721373.008,3111.000,119395.000,65197.000
1709721373.024,3107.000,119491.000,65225.000
1709721373.039,3100.000,119453.000,65198.000
1709721373.055,3103.000,119543.000,65215.000
1709721373.071,3110.000,119461.000,65252.000
1709721373.086,3107.000,119542.000,65224.000
1709721373.102,3107.000,119454.000,65282.000
1709721373.117,3111.000,119540.000,65280.000
1709721373.133,3114.000,119576.000,65248.000
1709721373.149,3110.000,119537.000,65246.000
1709721373.164,3116.000,119593.000,65273.000
1709721373.180,3114.000,119582.000,65246.000
1709721373.196,3113.000,119629.000,65254.000
1709721373.211,3113.000,119629.000,65267.000
1709721373.227,3115.000,119614.000,65282.000
1709721373.242,3118.000,119525.000,65306.000
1709721373.258,3117.000,119516.000,65287.000
1709721373.274,3116.000,119512.000,65260.000
1709721373.289,3117.000,119475.000,65222.000
1709721373.305,3105.000,119470.000,65253.000
1709721373.321,3105.000,119470.000,65204.000
1709721373.336,3108.000,119459.000,65203.000
1709721373.352,3096.000,119456.000,65171.000
1709721373.367,3104.000,119388.000,65177.000
1709721373.383,3100.000,119385.000,65189.000
1709721373.399,3102.000,119272.000,65196.000
1709721373.414,3100.000,119308.000,65165.000
1709721373.430,3101.000,119219.000,65174.000
1709721373.446,3100.000,119294.000,65167.000
1709721373.461,3101.000,119249.000,65185.000
1709721373.477,3099.000,119280.000,65179.000
1709721373.492,3102.000,119205.000,65169.000
1709721373.508,3102.000,119228.000,65190.000
1709721373.524,3093.000,119249.000,65175.000
1709721373.539,3096.000,119272.000,65166.000
1709721373.555,3102.000,119189.000,65158.000
1709721373.571,3095.000,119240.000,65149.000
1709721373.586,3091.000,119251.000,65150.000
1709721373.602,3098.000,119241.000,65131.000
1709721373.617,3096.000,119201.000,65153.000
1709721373.633,3096.000,119280.000,65129.000
1709721373.649,3093.000,119262.000,65130.000
1709721373.664,3099.000,119223.000,65134.000
1709721373.680,3098.000,119205.000,65148.000
1709721373.696,3100.000,119243.000,65137.000
1709721373.711,3097.000,119289.000,65162.000
1709721373.727,3094.000,119224.000,65132.000
1709721373.742,3106.000,119198.000,65118.000
1709721373.758,3099.000,119268.000,65143.000
1709721373.774,3108.000,119268.000,65121.000
1709721373.789,3103.000,119294.000,65152.000
1709721373.805,3107.000,119280.000,65148.000
1709721373.821,3106.000,119284.000,65136.000
1709721373.836,3104.000,119350.000,65149.000
1709721373.852,3116.000,119256.000,65146.000
1709721373.867,3108.000,119414.000,65140.000
1709721373.883,3117.000,119362.000,65177.000
1709721373.899,3113.000,119406.000,65198.000
1709721373.914,3118.000,119351.000,65167.000
1709721373.930,3120.000,119407.000,65199.000
1709721373.946,3118.000,119352.000,65188.000
1709721373.961,3120.000,119387.000,65208.000
1709721373.977,3114.000,119472.000,65212.000
1709721373.992,3120.000,119444.000,65173.000
1709721374.008,3116.000,119524.000,65194.000
1709721374.024,3122.000,119482.000,65179.000
1709721374.039,3125.000,119539.000,65246.000
1709721374.055,3125.000,119546.000,65237.000
1709721374.071,3122.000,119537.000,65238.000
1709721374.086,3119.000,119642.000,65243.000
1709721374.102,3135.000,119560.000,65253.000
1709721374.117,3132.000,119556.000,65275.000
1709721374.133,3135.000,119557.000,65282.000
1709721374.149,3135.000,119580.000,65256.000
1709721374.164,3126.000,119571.000,65280.000
1709721374.180,3125.000,119550.000,65246.000
1709721374.196,3120.000,119549.000,65222.000
1709721374.211,3121.000,119464.000,65233.000
1709721374.227,3122.000,119441.000,65223.000
1709721374.242,3118.000,119456.000,65248.000
1709721374.258,3120.000,119427.000,65193.000
1709721374.274,3112.000,119422.000,65201.000
1709721374.289,3119.000,119371.000,65204.000
1709721374.305,3114.000,119341.000,65172.000
1709721374.321,3111.000,119425.000,65182.000
1709721374.336,3112.000,119361.000,65198.000
1709721374.352,3121.000,119309.000,65192.000
1709721374.367,3115.000,119327.000,65190.000
1709721374.383,3125.000,119325.000,65169.000
1709721374.399,3117.000,119325.000,65174.000
1709721374.414,3121.000,119346.000,65194.000
1709721374.430,3125.000,119298.000,65156.000
1709721374.446,3123.000,119314.000,65175.000
1709721374.461,3119.000,119317.000,65142.000
1709721374.477,3120.000,119356.000,65197.000
1709721374.492,3129.000,119287.000,65177.000
1709721374.508,3124.000,119311.000,65166.000
1709721374.524,3118.000,119290.000,65179.000
1709721374.539,3119.000,119333.000,65143.000
1709721374.555,3119.000,119365.000,65173.000
1709721374.571,3119.000,119369.000,65179.000
1709721374.586,3128.000,119331.000,65178.000
1709721374.602,3125.000,119301.000,65185.000
1709721374.617,3127.000,119327.000,65165.000
1709721374.633,3129.000,119318.000,65202.000
1709721374.649,3121.000,119361.000,65197.000
1709721374.664,3123.000,119419.000,65198.000
1709721374.680,3130.000,119382.000,65192.000
1709721374.696,3120.000,119426.000,65187.000
1709721374.711,3133.000,119424.000,65219.000
1709721374.727,3133.000,119410.000,65196.000
1709721374.742,3135.000,119348.000,65219.000
1709721374.758,3137.000,119414.000,65211.000
1709721374.774,3137.000,119407.000,65223.000
1709721374.789,3134.000,119471.000,65238.000
1709721374.805,3134.000,119480.000,65239.000
1709721374.821,3140.000,119519.000,65250.000
1709721374.836,3140.000,119520.000,65284.000
1709721374.852,3143.000,119451.000,65290.000
1709721374.867,3142.000,119559.000,65276.000
1709721374.883,3149.000,119513.000,65269.000
1709721374.899,3144.000,119599.000,65299.000
1709721374.914,3143.000,119561.000,65275.000
1709721374.930,3145.000,119611.000,65319.000
1709721374.946,3149.000,119574.000,65324.000
1709721374.961,3150.000,119645.000,65319.000
1709721374.977,3152.000,119614.000,65298.000
1709721374.992,3152.000,119754.000,65343.000
1709721375.008,3159.000,119693.000,65329.000
1709721375.024,3159.000,119731.000,65300.000
1709721375.039,3157.000,119627.000,65364.000
1709721375.055,3157.000,119741.000,65343.000
1709721375.071,3158.000,119711.000,65376.000
1709721375.086,3159.000,119726.000,65322.000
