PPG2
120162.0
120164.0
120140.0
120089.0
120042.0
120030.0
120056.0
120070.0
120016.0
120038.0
120074.0
120020.0
120030.0
119999.0
119963.0
119917.0
120046.0
120030.0
120016.0
120059.0
120009.0
120064.0
120015.0
120051.0
120041.0
120052.0
120038.0
120099.0
120142.0
120097.0
120097.0
120111.0
120088.0
120157.0
120140.0
120241.0
120219.0
120274.0
120291.0
120321.0
120268.0
120313.0
120348.0
120348.0
120361.0
120409.0
120357.0
120362.0
120365.0
120454.0
120474.0
120509.0
120491.0
120441.0
120437.0
120370.0
120348.0
120358.0
120289.0
120366.0
120324.0
120298.0
120268.0
120276.0
120321.0
120220.0
120230.0
120221.0
120223.0
120213.0
120278.0
120253.0
120245.0
120292.0
120258.0
120275.0
120230.0
120216.0
120236.0
120313.0
120233.0
120245.0
120234.0
120305.0
120300.0
120342.0
120349.0
120346.0
120343.0
120368.0
120380.0
120394.0
120405.0
120371.0
120385.0
120418.0
120425.0
120481.0
120452.0
120504.0
120535.0
120518.0
120561.0
120539.0
120550.0
120598.0
120612.0
120612.0
120652.0
120645.0
120723.0
120708.0
120704.0
120717.0
120721.0
120718.0
120729.0
120696.0
120634.0
120665.0
120649.0
120614.0
120635.0
120590.0
120626.0
120602.0
120583.0
120575.0
120590.0
120595.0
120570.0
120571.0
120564.0
120584.0
120636.0
120573.0
120619.0
120615.0
120574.0
120594.0
120580.0
120614.0
120627.0
120626.0
120628.0
120645.0
120675.0
120637.0
120705.0
120746.0
120683.0
120683.0
120724.0
120757.0
120744.0
120722.0
120798.0
120758.0
120758.0
120829.0
120798.0
120805.0
120856.0
120887.0
120860.0
120876.0
120865.0
120959.0
120954.0
120979.0
120924.0
120961.0
120983.0
120988.0
120971.0
120982.0
120952.0
120958.0
120950.0
120984.0
120854.0
120933.0
120920.0
120886.0
120883.0
120878.0
120879.0
120925.0
120932.0
120881.0
120902.0
120903.0
120914.0
120886.0
120874.0
120927.0
120881.0
120962.0
120893.0
120941.0
120912.0
120973.0
120906.0
120886.0
120943.0
120899.0
120909.0
120975.0
120913.0
120946.0
120984.0
120995.0
121018.0
120992.0
120955.0
121004.0
120974.0
121006.0
121040.0
120975.0
121038.0
121041.0
121093.0
121101.0
121134.0
121136.0
121055.0
121162.0
121174.0
121142.0
121140.0
121146.0
121083.0
121034.0
121023.0
121073.0
120971.0
120989.0
120944.0
120970.0
120943.0
120962.0
120904.0
120881.0
120929.0
120840.0
120947.0
120925.0
120886.0
120842.0
120844.0
120824.0
120832.0
120912.0
120873.0
120808.0
120866.0
120830.0
120861.0
120857.0
120870.0
120821.0
120798.0
120856.0
120831.0
120860.0
120813.0
120893.0
120896.0
120899.0
120834.0
120892.0
120923.0
120899.0
120890.0
120898.0
120926.0
120958.0
121006.0
120972.0
120942.0
120989.0
120953.0
120939.0
120944.0
120935.0
120846.0
120834.0
120814.0
120821.0
120719.0
120709.0
120706.0
120646.0
120620.0
120564.0
120495.0
120522.0
120503.0
120475.0
120503.0
120517.0
120464.0
120451.0
120430.0
120453.0
120434.0
120395.0
120397.0
120390.0
120410.0
120403.0
120367.0
120333.0
120388.0
120356.0
120372.0
120374.0
120352.0
120352.0
120448.0
120386.0
120393.0
120404.0
120412.0
120394.0
120437.0
120406.0
120444.0
120391.0
120406.0
120421.0
120371.0
120482.0
120459.0
120466.0
120438.0
120516.0
120452.0
120503.0
120436.0
120369.0
120366.0
120342.0
120297.0
120255.0
120276.0
120162.0
120157.0
120114.0
120049.0
120042.0
120050.0
119997.0
119948.0
119913.0
119913.0
119919.0
119903.0
119835.0
119877.0
119899.0
119772.0
119765.0
119779.0
119846.0
119754.0
119723.0
119773.0
119790.0
119770.0
119778.0
119770.0
119758.0
119797.0
119780.0
119797.0
119828.0
119817.0
119854.0
119900.0
119846.0
119839.0
119911.0
119865.0
119836.0
119865.0
119917.0
119952.0
119928.0
119975.0
119975.0
119929.0
120003.0
120027.0
120026.0
120036.0
119956.0
119993.0
119925.0
119857.0
119822.0
119849.0
119778.0
119757.0
119718.0
119731.0
119650.0
119655.0
119662.0
119620.0
119624.0
119657.0
119625.0
119643.0
119573.0
119591.0
119666.0
119624.0
119580.0
119607.0
119611.0
119625.0
119551.0
119580.0
119540.0
119635.0
119671.0
119609.0
119577.0
119612.0
119661.0
119639.0
119656.0
119678.0
119668.0
119748.0
119730.0
119783.0
119774.0
119763.0
119784.0
119786.0
119850.0
119923.0
119835.0
119905.0
119856.0
119915.0
119990.0
119929.0
119968.0
120028.0
120080.0
120074.0
120064.0
120119.0
120057.0
120130.0
120096.0
120130.0
120080.0
120061.0
120068.0
120013.0
120012.0
120001.0
119963.0
119936.0
119962.0
119944.0
119902.0
119923.0
119895.0
119887.0
119921.0
119919.0
119914.0
119887.0
119837.0
119935.0
119881.0
119942.0
119947.0
119848.0
119939.0
119950.0
119952.0
120018.0
119956.0
119978.0
119914.0
119984.0
119978.0
119987.0
120070.0
120032.0
120064.0
120031.0
119991.0
120117.0
120140.0
120144.0
120176.0
120111.0
120172.0
120156.0
120228.0
120200.0
120224.0
120286.0
120287.0
120292.0
120239.0
120350.0
120414.0
120405.0
120428.0
120341.0
120380.0
120446.0
120476.0
120488.0
120495.0
120447.0
120502.0
120437.0
120427.0
120472.0
120428.0
120454.0
120357.0
120344.0
120373.0
120339.0
120343.0
120352.0
120329.0
120333.0
120378.0
120252.0
120320.0
120331.0
120292.0
120405.0
120345.0
120321.0
120275.0
120269.0
120404.0
120305.0
120308.0
120313.0
120339.0
120348.0
120371.0
120340.0
120413.0
120420.0
120421.0
120433.0
120426.0
120480.0
120488.0
120453.0
120448.0
120508.0
120554.0
120505.0
120473.0
120568.0
120540.0
120604.0
120591.0
120625.0
120621.0
120655.0
120646.0
120674.0
120682.0
120686.0
120736.0
120690.0
120702.0
120708.0
120754.0
120796.0
120773.0
120794.0
120792.0
120779.0
120796.0
120634.0
120741.0
120742.0
120591.0
120722.0
120690.0
120606.0
120638.0
120629.0
120693.0
120598.0
120636.0
120706.0
120657.0
120660.0
120662.0
120628.0
120638.0
120669.0
120638.0
120658.0
120629.0
120661.0
120664.0
120668.0
120693.0
120667.0
120666.0
120556.0
120574.0
120708.0
120654.0
120665.0
120711.0
120653.0
120703.0
120657.0
120713.0
120739.0
120679.0
120750.0
120775.0
120738.0
120766.0
120783.0
120804.0
120807.0
120759.0
120802.0
120836.0
120857.0
120860.0
120807.0
120861.0
120901.0
120890.0
120877.0
120788.0
120823.0
120862.0
120780.0
120759.0
120794.0
120721.0
120743.0
120715.0
120672.0
120713.0
120685.0
120652.0
120693.0
120721.0
